beta,se_dk,lo_dk,hi_dk,t_crve,p_wc,n_obs,n_states,n_districts,spec,h
0.026237789674781437,0.013055175786925851,0.004763936431167414,0.047711642918395455,3.1468185378889566,0.193,6324,51,12,urate_sent,8
0.043709009878522,0.01904581290807129,0.012381435438441772,0.07503658431860222,4.671466348334823,0.194,6273,51,12,urate_sent,9
0.03005907670345433,0.01143976349166026,0.011242340232729915,0.048875813174178745,4.7026367489075085,0.108,6222,51,12,urate_sent,10
0.027729969311636755,0.010236195660348998,0.010892925753526787,0.04456701286974672,4.234742549699847,0.09,6171,51,12,urate_sent,11
0.025975981426104123,0.010876442380721487,0.008085825727845681,0.04386613712436256,5.163688495295156,0.087,6120,51,12,urate_sent,12
0.005198367315184328,0.005939345811595082,-0.004570987184736876,0.014967721815105531,0.8767422959162064,0.391,6732,51,12,urate_hr_unc,0
0.001876394115431522,0.008712565995618133,-0.012454501662515027,0.016207289893378073,0.4285579530249839,0.696,6681,51,12,urate_hr_unc,1
0.010570870763967146,0.010680642585721354,-0.00699722293132897,0.028138964459263262,4.370498601248085,0.049,6630,51,12,urate_hr_unc,2
0.015063699177997278,0.012966107091681939,-0.006263649099196961,0.03639104745519152,3.7888507726448437,0.069,6579,51,12,urate_hr_unc,3
0.015613871246113496,0.012578595241783062,-0.005076076759287902,0.03630381925151489,6.749745227537396,0.006,6528,51,12,urate_hr_unc,4
0.015972786191758393,0.0128276158906657,-0.005126764331143421,0.0370723367146602,4.064970522994014,0.012,6477,51,12,urate_hr_unc,5
0.011452166408352362,0.013922328603909776,-0.011448026291398856,0.03435235910810358,2.6638889882839805,0.086,6426,51,12,urate_hr_unc,6
0.02213818834776539,0.01864765249180085,-0.008534470487503894,0.05281084718303467,3.308377543700352,0.05,6375,51,12,urate_hr_unc,7
0.009617868363995816,0.014652197173445358,-0.014482851299553885,0.033718588027545515,1.2389451512657632,0.324,6324,51,12,urate_hr_unc,8
0.003960284454906316,0.01336084263560431,-0.018016346013395298,0.02593691492320793,0.3312456488437981,0.703,6273,51,12,urate_hr_unc,9
0.007063809937582236,0.014225906519239067,-0.016335723997260736,0.030463343872425205,0.7240075331033853,0.581,6222,51,12,urate_hr_unc,10
0.011049606502884177,0.015628753614419573,-0.014657405564524785,0.03675661857029314,0.9695277572523144,0.509,6171,51,12,urate_hr_unc,11
0.007135757075126894,0.016318184244579093,-0.01970526746483139,0.033976781615085175,0.8585624352231415,0.505,6120,51,12,urate_hr_unc,12
0.010878127403770371,0.005799970165470904,0.0013380254408852255,0.020418229366655515,0.5793638672005438,0.628,6732,51,12,urate_hr_sent,0
0.004006713514464768,0.017575272739472167,-0.02490203759571736,0.032915464624646895,0.3520886842833359,0.75,6681,51,12,urate_hr_sent,1
0.01391692148886736,0.015731238412194586,-0.011958663069869218,0.03979250604760394,2.1630724855556918,0.151,6630,51,12,urate_hr_sent,2
0.01856262262717924,0.01603475874554686,-0.007812208452725348,0.044937453707083824,3.0143671010088977,0.118,6579,51,12,urate_hr_sent,3
0.021412616155053337,0.015387677864357593,-0.00389786159049613,0.04672309390060281,4.1683836296000845,0.095,6528,51,12,urate_hr_sent,4
0.026428607639591536,0.01628717181780301,-0.00036140599770354345,0.05321862127688662,4.002734447082246,0.093,6477,51,12,urate_hr_sent,5
0.020442078089059682,0.015827340429692707,-0.005591580221716037,0.046475736399835404,3.4274949338162224,0.144,6426,51,12,urate_hr_sent,6
0.014936337027095922,0.01368441848083234,-0.007572528343822904,0.03744520239801475,1.8503361698776308,0.236,6375,51,12,urate_hr_sent,7
0.02568120245654864,0.01327869297422598,0.00383969615671801,0.04752270875637927,3.0168403414506857,0.185,6324,51,12,urate_hr_sent,8
0.043210517096064896,0.01882457748404209,0.01224684254560925,0.07417419164652055,4.551843470941518,0.166,6273,51,12,urate_hr_sent,9
0.029679279520918155,0.01142431335729661,0.01088795625973868,0.04847060278209763,4.4420046265414905,0.102,6222,51,12,urate_hr_sent,10
0.026922583768229952,0.009998580468216554,0.010476382420717807,0.043368785115742096,3.6205949195985765,0.096,6171,51,12,urate_hr_sent,11
0.025681392697356906,0.010560131593362535,0.008311521944929713,0.0430512634497841,4.763516174908552,0.087,6120,51,12,urate_hr_sent,12
