state,date,urate,log_emp,d4_log_emp
AK,2004-07-01,7.333333333333333,5.720421060253223,1.819535228527247
AK,2004-10-01,7.2,5.726630568739563,2.2625896548840174
AK,2005-01-01,7.0,5.729775054930455,2.100503876321458
AK,2005-04-01,6.833333333333333,5.7322619459780695,2.007048174049242
AK,2005-07-01,6.866666666666667,5.739256862849861,1.8835802596638196
AK,2005-10-01,7.0,5.740649993868727,1.4019425129164098
AK,2006-01-01,6.866666666666667,5.745244264463795,1.5469209533340411
AK,2006-04-01,6.7,5.7565857395753515,2.4323793597281984
AK,2006-07-01,6.533333333333334,5.752466813120471,1.320995027060956
AK,2006-10-01,6.366666666666667,5.753207357983724,1.2557364114996972
AK,2007-01-01,6.233333333333333,5.760477818332746,1.5233553868950978
AK,2007-04-01,6.2,5.7612124565564775,0.46267169811260445
AK,2007-07-01,6.3,5.760057782623536,0.7590969503065814
AK,2007-10-01,6.266666666666667,5.764354807523893,1.1147449540168886
AK,2008-01-01,6.233333333333333,5.770610040597243,1.013222226449706
AK,2008-04-01,6.3999999999999995,5.773930234558283,1.2717778001805513
AK,2008-07-01,6.599999999999999,5.777549118722849,1.7491336099312527
AK,2008-10-01,6.8,5.776309833218787,1.1955025694893706
AK,2009-01-01,7.366666666666667,5.772375266121813,0.17652255245694803
AK,2009-04-01,7.8,5.769466173161129,-0.4464061397153607
AK,2009-07-01,8.033333333333333,5.77029820649046,-0.7250912232389162
AK,2009-10-01,8.133333333333333,5.770713963694245,-0.5595869524541719
AK,2010-01-01,8.266666666666667,5.771544959898709,-0.08303062231034275
AK,2010-04-01,8.0,5.779817160932199,1.0350987771069242
AK,2010-07-01,7.8,5.788736180536365,1.843797404590486
AK,2010-10-01,7.900000000000001,5.792708683850603,2.199472015635795
AK,2011-01-01,7.766666666666667,5.794536837924666,2.2991878025956147
AK,2011-04-01,7.599999999999999,5.7954496631820245,1.563250224982582
AK,2011-07-01,7.599999999999999,5.801513963149536,1.2777782613171418
AK,2011-10-01,7.466666666666666,5.805937859365079,1.3229175514475777
AK,2012-01-01,7.266666666666667,5.811739616161293,1.7202778236627303
AK,2012-04-01,7.2,5.8136328955868795,1.8183232404854976
AK,2012-07-01,7.066666666666666,5.813433771731184,1.191980858164765
AK,2012-10-01,7.0,5.822947271290424,1.700941192534522
AK,2013-01-01,6.966666666666666,5.817706220974515,0.5966604813222531
AK,2013-04-01,6.900000000000001,5.818102731685499,0.44698360986199503
AK,2013-07-01,6.933333333333334,5.819687204189698,0.6253432458514396
AK,2013-10-01,6.900000000000001,5.820775074543735,-0.21721967466890035
AK,2014-01-01,6.900000000000001,5.821664270867699,0.39580498931837127
AK,2014-04-01,6.866666666666667,5.824031602807778,0.5928871122278245
AK,2014-07-01,6.766666666666667,5.822947271290424,0.3260067100725905
AK,2014-10-01,6.433333333333334,5.826589903917748,0.5814829374013009
AK,2015-01-01,6.3,5.830610896929269,0.8946626061569596
AK,2015-04-01,6.266666666666667,5.827473946998751,0.34423441909732233
AK,2015-07-01,6.233333333333333,5.825016339470317,0.20690681798933852
AK,2015-10-01,6.333333333333333,5.821170370526746,-0.5419533391002318
AK,2016-01-01,6.466666666666666,5.817210361391786,-1.340053553748266
AK,2016-04-01,6.633333333333333,5.812437557263458,-1.5036389735293199
AK,2016-07-01,6.7,5.80523536548301,-1.9780973987307604
AK,2016-10-01,6.7,5.802319764965902,-1.8850605560843725
AK,2017-01-01,6.633333333333333,5.799395638859147,-1.7814722532638605
AK,2017-04-01,6.599999999999999,5.798385333661067,-1.4052223602390335
AK,2017-07-01,6.599999999999999,5.797980925607836,-0.7254439875174157
AK,2017-10-01,6.599999999999999,5.791691596700272,-1.06281682656304
AK,2018-01-01,6.3999999999999995,5.790367834987693,-0.902780387145441
AK,2018-04-01,6.033333333333334,5.792200269583716,-0.6185064077351754
AK,2018-07-01,5.900000000000001,5.792098555704769,-0.5882369903067008
AK,2018-10-01,6.033333333333334,5.793216839763768,0.15252430634964398
AK,2019-01-01,5.8999999999999995,5.794638304111146,0.4270469123452969
AK,2019-04-01,5.633333333333333,5.8003040416468234,0.8103772063107861
AK,2019-07-01,5.566666666666666,5.803326104992463,1.1227549287694316
AK,2019-10-01,5.3,5.797879798035317,0.4662958271548945
AK,2020-01-01,5.366666666666667,5.794536837924666,-0.01014661864804367
AK,2020-04-01,11.5,5.65061608208579,-14.968795956103342
AK,2020-07-01,9.166666666666666,5.673094145850752,-13.023195914171115
AK,2020-10-01,7.1000000000000005,5.7289085976034215,-6.897120043189542
AK,2021-01-01,6.933333333333334,5.73064076215907,-6.389607576559531
AK,2021-04-01,6.866666666666667,5.727607502331509,7.69914202457187
AK,2021-07-01,6.266666666666667,5.736357220588375,6.326307473762327
AK,2021-10-01,5.566666666666666,5.755531220865378,2.6622623261956413
AK,2022-01-01,5.0,5.759217181544302,2.857641938523159
AK,2022-04-01,4.366666666666667,5.762156199089691,3.454869675818184
AK,2022-07-01,4.0,5.766652938693075,3.0295718104699887
AK,2022-10-01,4.1,5.772271515538122,1.6740294672744405
AK,2023-01-01,4.1,5.7829016791088,2.368449756449831
AK,2023-04-01,4.133333333333333,5.789042318607025,2.6886119517333995
AK,2023-07-01,4.3,5.797677512204749,3.102457351167409
AK,2023-10-01,4.466666666666667,5.798688532410169,2.641701687204634
AK,2024-01-01,4.5,5.804130448490483,2.122876938168261
AK,2024-04-01,4.5,5.810641866437763,2.1599547830738253
AK,2024-07-01,4.6,5.815323849389109,1.7646337184359595
AK,2024-10-01,4.566666666666666,5.81780536339268,1.9116830982511601
AK,2025-01-01,4.566666666666666,5.82265134033882,1.852089184833705
AK,2025-04-01,4.6,5.823440295014852,1.279842857708946
AK,2025-07-01,4.633333333333333,5.820280734724483,0.495688533537475
AK,2025-10-01,4.8,5.819588248175566,0.17828847828855743
AK,2026-01-01,4.733333333333333,5.820082930352362,-0.2568409986458242
AK,2026-04-01,4.6,5.824228627732068,0.07883327172155674
AL,1976-01-01,6.633333333333333,,
AL,1976-04-01,6.466666666666666,,
AL,1976-07-01,6.666666666666667,,
AL,1976-10-01,7.0,,
AL,1977-01-01,7.3,,
AL,1977-04-01,7.466666666666666,,
AL,1977-07-01,7.1000000000000005,,
AL,1977-10-01,6.633333333333333,,
AL,1978-01-01,6.366666666666667,,
AL,1978-04-01,6.266666666666667,,
AL,1978-07-01,6.433333333333334,,
AL,1978-10-01,6.733333333333333,,
AL,1979-01-01,6.933333333333334,,
AL,1979-04-01,7.133333333333333,,
AL,1979-07-01,7.366666666666667,,
AL,1979-10-01,7.5,,
AL,1980-01-01,7.8,,
AL,1980-04-01,8.5,,
AL,1980-07-01,9.0,,
AL,1980-10-01,9.433333333333334,,
AL,1981-01-01,9.866666666666667,,
AL,1981-04-01,10.233333333333333,,
AL,1981-07-01,10.933333333333332,,
AL,1981-10-01,12.0,,
AL,1982-01-01,12.866666666666667,,
AL,1982-04-01,13.566666666666668,,
AL,1982-07-01,14.166666666666666,,
AL,1982-10-01,14.6,,
AL,1983-01-01,14.6,,
AL,1983-04-01,14.233333333333334,,
AL,1983-07-01,13.700000000000001,,
AL,1983-10-01,12.933333333333332,,
AL,1984-01-01,12.233333333333334,,
AL,1984-04-01,11.633333333333333,,
AL,1984-07-01,11.133333333333333,,
AL,1984-10-01,10.533333333333333,,
AL,1985-01-01,10.0,,
AL,1985-04-01,9.666666666666666,,
AL,1985-07-01,9.4,,
AL,1985-10-01,9.233333333333333,,
AL,1986-01-01,9.5,,
AL,1986-04-01,9.7,,
AL,1986-07-01,9.533333333333333,,
AL,1986-10-01,9.4,,
AL,1987-01-01,9.0,,
AL,1987-04-01,8.299999999999999,,
AL,1987-07-01,7.8999999999999995,,
AL,1987-10-01,7.6000000000000005,,
AL,1988-01-01,7.366666666666667,,
AL,1988-04-01,7.2,,
AL,1988-07-01,7.233333333333333,,
AL,1988-10-01,7.266666666666667,,
AL,1989-01-01,7.133333333333333,,
AL,1989-04-01,7.099999999999999,,
AL,1989-07-01,6.966666666666666,,
AL,1989-10-01,6.733333333333333,,
AL,1990-01-01,6.7,7.398582256241438,
AL,1990-04-01,6.7,7.407135655063386,
AL,1990-07-01,6.866666666666667,7.409176822672833,
AL,1990-10-01,7.033333333333334,7.407196343881489,
AL,1991-01-01,7.133333333333333,7.404867299660366,0.6285043418928105
AL,1991-04-01,7.266666666666667,7.406326118681113,-0.08095363822731017
AL,1991-07-01,7.3,7.411818086368739,0.2641263695905671
AL,1991-10-01,7.366666666666667,7.413809537869237,0.6613193987747401
AL,1992-01-01,7.533333333333334,7.4196403413448175,1.4773041684451371
AL,1992-04-01,7.599999999999999,7.424602735066622,1.8276616385509037
AL,1992-07-01,7.5,7.431872181069338,2.005409470059849
AL,1992-10-01,7.5,7.438481564454464,2.467202658522716
AL,1993-01-01,7.5,7.444716376352754,2.5076035007936426
AL,1993-04-01,7.3999999999999995,7.452054362805667,2.745162773904486
AL,1993-07-01,7.2,7.45566471897799,2.37925379086521
AL,1993-10-01,6.8999999999999995,7.463190913666597,2.4709349212132636
AL,1994-01-01,6.533333333333334,7.466036843904424,2.132046755166961
AL,1994-04-01,6.2,7.473050148458905,2.0995785653238563
AL,1994-07-01,6.0,7.482606792512686,2.6942073534696576
AL,1994-10-01,5.933333333333334,7.492110136036243,2.891922236964639
AL,1995-01-01,5.933333333333334,7.49883281930519,3.279597540076651
AL,1995-04-01,6.0,7.503013958722957,2.9963810264051816
AL,1995-07-01,5.866666666666667,7.504942068396171,2.233527588348494
AL,1995-10-01,5.6000000000000005,7.509828295142687,1.771815910644392
AL,1996-01-01,5.366666666666667,7.512490101636824,1.365728233163388
AL,1996-04-01,5.233333333333333,7.514745263090908,1.1731304367950557
AL,1996-07-01,5.066666666666666,7.519385053924737,1.4442985528566155
AL,1996-10-01,5.1,7.526089110463413,1.626081532072643
AL,1997-01-01,5.1,7.5325343928239725,2.0044291187148566
AL,1997-04-01,5.066666666666666,7.5368438232413615,2.209856015045375
AL,1997-07-01,4.933333333333334,7.539417050688097,2.0031996763359317
AL,1997-10-01,4.7,7.545072574581412,1.8983464117998672
AL,1998-01-01,4.433333333333334,7.549503896456082,1.6969503632109806
AL,1998-04-01,4.4,7.558308061909662,2.146423866830016
AL,1998-07-01,4.5,7.555730740895362,1.631369020726492
AL,1998-10-01,4.5,7.558707995838953,1.3635421257540692
AL,1999-01-01,4.633333333333333,7.563460164066212,1.3956267610129913
AL,1999-04-01,4.766666666666667,7.5659486302785535,0.764056836889182
AL,1999-07-01,4.8,7.568861245330619,1.3130504435257428
AL,1999-10-01,4.733333333333333,7.571078788892665,1.2370793053712248
AL,2000-01-01,4.7,7.573342824300524,0.9882660234311835
AL,2000-04-01,4.633333333333333,7.575311109875173,0.9362479596619622
AL,2000-07-01,4.6,7.574849338546388,0.5988093215768764
AL,2000-10-01,4.633333333333333,7.573171485803772,0.2092696911106806
AL,2001-01-01,4.766666666666667,7.567810924541883,-0.5531899758641323
AL,2001-04-01,4.8999999999999995,7.5645150620896935,-1.07960477854796
AL,2001-07-01,5.233333333333333,7.560184626263523,-1.4664712282864478
AL,2001-10-01,5.7,7.555556357775205,-1.7615128028566573
AL,2002-01-01,5.866666666666667,7.549959980804507,-1.7850943737375502
AL,2002-04-01,5.900000000000001,7.548661347696392,-1.5853714393301743
AL,2002-07-01,5.900000000000001,7.547941108053835,-1.2243518209688276
AL,2002-10-01,5.900000000000001,7.549188023855404,-0.6368333919801294
AL,2003-01-01,5.900000000000001,7.546991707511339,-0.2968273293168622
AL,2003-04-01,5.966666666666666,7.543767574837086,-0.48937728593054786
AL,2003-07-01,6.0,7.542708215297356,-0.5232892756478869
AL,2003-10-01,5.933333333333334,7.54628786626886,-0.2900157586544161
AL,2004-01-01,5.866666666666667,7.551029209046355,0.40375015350164745
AL,2004-04-01,5.733333333333333,7.555974826186947,1.2207251349861004
AL,2004-07-01,5.5,7.560618514691584,1.7910299394228169
AL,2004-10-01,5.2,7.566518032680252,2.023016641139197
AL,2005-01-01,4.8999999999999995,7.571130301208412,2.010109216205702
AL,2005-04-01,4.5,7.578128421975728,2.21535957887804
AL,2005-07-01,4.233333333333333,7.5839258353349654,2.3307320643381146
AL,2005-10-01,4.2,7.590885793155428,2.436776047517597
AL,2006-01-01,4.133333333333333,7.595554853215487,2.4424552007074496
AL,2006-04-01,4.1,7.598315783645315,2.0187361669587567
AL,2006-07-01,3.966666666666667,7.600802454541749,1.6876619206783516
AL,2006-10-01,3.8333333333333335,7.60175209849666,1.086630534123234
AL,2007-01-01,3.8666666666666667,7.6110507905938976,1.5495937378410929
AL,2007-04-01,3.966666666666667,7.610357618312838,1.2041834667522622
AL,2007-07-01,4.1000000000000005,7.6122874044086455,1.148494986689652
AL,2007-10-01,4.333333333333333,7.615626854940464,1.3874756443803982
AL,2008-01-01,4.733333333333333,7.614246365633663,0.31955750397658633
AL,2008-04-01,5.433333333333334,7.61141368916773,0.10560708548918996
AL,2008-07-01,6.266666666666667,7.605856833007214,-0.6430571401431884
AL,2008-10-01,7.233333333333333,7.591643056609903,-2.398379833056108
AL,2009-01-01,8.4,7.567483549996638,-4.676281563702567
AL,2009-04-01,9.4,7.553915668317746,-5.749802084998379
AL,2009-07-01,10.266666666666667,7.545882933121309,-5.997389988590474
AL,2009-10-01,10.866666666666667,7.541010902301476,-5.063215430842671
AL,2010-01-01,10.966666666666667,7.539523386532237,-2.7960163464400445
AL,2010-04-01,10.333333333333334,7.546217454890352,-0.7698213427394407
AL,2010-07-01,10.1,7.54537213141575,-0.05108017055590608
AL,2010-10-01,10.1,7.5457068240741325,0.46959217726563196
AL,2011-01-01,10.0,7.543326311404487,0.38029248722493136
AL,2011-04-01,9.833333333333334,7.54279653813505,-0.34209167553012065
AL,2011-07-01,9.5,7.545742048364807,0.036991694905719186
AL,2011-10-01,8.9,7.545671598542664,-0.0035225531468618954
AL,2012-01-01,8.5,7.550082737212108,0.6756425807621369
AL,2012-04-01,8.366666666666667,7.551869765964771,0.907322782972031
AL,2012-07-01,8.066666666666666,7.5524647332591215,0.672268489431449
AL,2012-10-01,7.766666666666667,7.556201423480951,1.0529824938287469
AL,2013-01-01,7.6000000000000005,7.55898611644079,0.890337922868234
AL,2013-04-01,7.333333333333333,7.561988366042857,1.0118600078086182
AL,2013-07-01,7.3,7.562785137428954,1.032040416983282
AL,2013-10-01,7.2,7.56513710309534,0.8935679614388903
AL,2014-01-01,7.133333333333333,7.56593137059803,0.6945254157239233
AL,2014-04-01,6.933333333333334,7.570615058603626,0.86266925607692
AL,2014-07-01,6.7,7.574301777744903,1.1516640315949012
AL,2014-10-01,6.3,7.578929478731675,1.3792375636334953
AL,2015-01-01,6.133333333333333,7.580257477564794,1.432610696676484
AL,2015-04-01,6.099999999999999,7.584247871965178,1.3632813361551754
AL,2015-07-01,6.099999999999999,7.587901647364831,1.3599869619927318
AL,2015-10-01,6.0,7.592584628768579,1.3655150036903763
AL,2016-01-01,5.900000000000001,7.595504583855489,1.5247106290694923
AL,2016-04-01,5.8,7.598215519616622,1.3967647651444537
AL,2016-07-01,5.8,7.60175209849666,1.3850451131829367
AL,2016-10-01,5.7,7.601951908677654,0.936727990907471
AL,2017-01-01,5.2,7.607149572302549,1.1644988447059745
AL,2017-04-01,4.633333333333333,7.608771417920778,1.0555898304155598
AL,2017-07-01,4.2,7.6112982357242025,0.9546137227542495
AL,2017-10-01,4.0,7.613440199240044,1.148829056239009
AL,2018-01-01,4.0,7.616759404364347,0.9609832061798329
AL,2018-04-01,4.0,7.622011422752317,1.324000483153931
AL,2018-07-01,3.9,7.626099010174997,1.4800774450794307
AL,2018-10-01,3.7999999999999994,7.629749034099662,1.6308834859618315
AL,2019-01-01,3.5666666666666664,7.634401708082486,1.7642303718139019
AL,2019-04-01,3.1666666666666665,7.638744016968958,1.6732594216640528
AL,2019-07-01,3.0,7.6411963146212525,1.5097304446255677
AL,2019-10-01,3.033333333333333,7.64142040784497,1.1671373745308244
AL,2020-01-01,3.3000000000000003,7.64279587988065,0.8394171798163264
AL,2020-04-01,10.933333333333332,7.5454249850727955,-9.33190318961623
AL,2020-07-01,6.566666666666666,7.5915421212757215,-4.965419334553101
AL,2020-10-01,4.833333333333333,7.609663965210655,-3.175644263431554
AL,2021-01-01,3.966666666666667,7.614640985652596,-2.815489422805406
AL,2021-04-01,3.6,7.618889714556469,7.3464729483673885
AL,2021-07-01,3.1999999999999997,7.628566263524556,3.7024142248834657
AL,2021-10-01,2.8000000000000003,7.638679823876112,2.9015858665457195
AL,2022-01-01,2.6,7.644951242376764,3.0310256724168205
AL,2022-04-01,2.6,7.650676266760158,3.1786552203688423
AL,2022-07-01,2.566666666666667,7.660067192710054,3.150092918549774
AL,2022-10-01,2.4,7.663470290144001,2.479046626788861
AL,2023-01-01,2.3,7.672199341424116,2.7248099047351815
AL,2023-04-01,2.3333333333333335,7.676504553035633,2.5828286275475065
AL,2023-07-01,2.5,7.681421976600878,2.1354783890823903
AL,2023-10-01,2.766666666666667,7.6849218650456566,2.1451574901655945
AL,2024-01-01,2.9,7.688852284940115,1.665294351599922
AL,2024-04-01,2.9,7.691885107253953,1.538055421832052
AL,2024-07-01,3.033333333333333,7.692554441139629,1.1132464538751385
AL,2024-10-01,3.1,7.692888940154456,0.7967075108799015
AL,2025-01-01,3.033333333333333,7.694073990429877,0.5221705489762307
AL,2025-04-01,2.9,7.6946811642064805,0.27960569525271595
AL,2025-07-01,2.7999999999999994,7.694772208484411,0.22177673447814072
AL,2025-10-01,2.7,7.694195454681579,0.13065145271236034
AL,2026-01-01,2.7000000000000006,7.697832538721883,0.37585482920059476
AL,2026-04-01,2.9,7.7015845484079914,0.6903384201510931
AR,1976-01-01,7.3,,
AR,1976-04-01,7.066666666666666,,
AR,1976-07-01,6.666666666666667,,
AR,1976-10-01,6.566666666666666,,
AR,1977-01-01,6.599999999999999,,
AR,1977-04-01,6.5,,
AR,1977-07-01,6.400000000000001,,
AR,1977-10-01,6.400000000000001,,
AR,1978-01-01,6.233333333333333,,
AR,1978-04-01,6.033333333333334,,
AR,1978-07-01,6.2,,
AR,1978-10-01,6.366666666666667,,
AR,1979-01-01,6.366666666666667,,
AR,1979-04-01,6.3,,
AR,1979-07-01,6.3,,
AR,1979-10-01,6.133333333333333,,
AR,1980-01-01,6.466666666666666,,
AR,1980-04-01,7.466666666666666,,
AR,1980-07-01,8.066666666666666,,
AR,1980-10-01,8.133333333333333,,
AR,1981-01-01,8.299999999999999,,
AR,1981-04-01,8.466666666666667,,
AR,1981-07-01,8.6,,
AR,1981-10-01,9.0,,
AR,1982-01-01,9.3,,
AR,1982-04-01,9.3,,
AR,1982-07-01,9.433333333333334,,
AR,1982-10-01,9.9,,
AR,1983-01-01,10.133333333333333,,
AR,1983-04-01,9.933333333333334,,
AR,1983-07-01,9.666666666666666,,
AR,1983-10-01,9.133333333333333,,
AR,1984-01-01,8.733333333333333,,
AR,1984-04-01,8.533333333333333,,
AR,1984-07-01,8.433333333333334,,
AR,1984-10-01,8.4,,
AR,1985-01-01,8.4,,
AR,1985-04-01,8.466666666666667,,
AR,1985-07-01,8.566666666666666,,
AR,1985-10-01,8.433333333333334,,
AR,1986-01-01,8.533333333333333,,
AR,1986-04-01,8.566666666666666,,
AR,1986-07-01,8.5,,
AR,1986-10-01,8.566666666666666,,
AR,1987-01-01,8.4,,
AR,1987-04-01,8.133333333333333,,
AR,1987-07-01,8.0,,
AR,1987-10-01,7.933333333333334,,
AR,1988-01-01,7.8,,
AR,1988-04-01,7.7,,
AR,1988-07-01,7.666666666666667,,
AR,1988-10-01,7.5,,
AR,1989-01-01,7.266666666666667,,
AR,1989-04-01,7.133333333333333,,
AR,1989-07-01,6.933333333333334,,
AR,1989-10-01,6.766666666666667,,
AR,1990-01-01,6.7,6.814323334189584,
AR,1990-04-01,6.7,6.82143457251561,
AR,1990-07-01,6.8999999999999995,6.828928498436166,
AR,1990-10-01,7.2,6.82867599595489,
AR,1991-01-01,7.433333333333334,6.8267259736700545,1.2402639480470157
AR,1991-04-01,7.3999999999999995,6.83065822859717,0.9223656081560172
AR,1991-07-01,7.166666666666667,6.8384409272545215,0.95124288183559
AR,1991-10-01,7.233333333333333,6.844815479208263,1.6139483253373221
AR,1992-01-01,7.266666666666667,6.852806187497121,2.60802138270666
AR,1992-04-01,7.133333333333333,6.860943157196333,3.0284928599162875
AR,1992-07-01,6.966666666666666,6.863977531636242,2.553660438172045
AR,1992-10-01,6.6000000000000005,6.871506146307016,2.669066709875345
AR,1993-01-01,6.333333333333333,6.88065811109777,2.7851923600648476
AR,1993-04-01,6.2,6.8885724595653635,2.7629302369030384
AR,1993-07-01,6.066666666666666,6.895952566862985,3.1975035226743387
AR,1993-10-01,5.900000000000001,6.908221836793779,3.671569048676293
AR,1994-01-01,5.766666666666667,6.913969265448604,3.331115435083465
AR,1994-04-01,5.6000000000000005,6.929190559702202,4.061810013683864
AR,1994-07-01,5.366666666666667,6.942639680835639,4.66871139726539
AR,1994-10-01,5.1000000000000005,6.948481268894097,4.0259432100318016
AR,1995-01-01,4.833333333333333,6.959999787488726,4.603052204012137
AR,1995-04-01,4.8,6.962843031964314,3.36524722621121
AR,1995-07-01,4.866666666666667,6.96979066990159,2.7150989065950704
AR,1995-10-01,4.966666666666667,6.974354176086627,2.587290719252966
AR,1996-01-01,5.066666666666666,6.977343528751814,1.7343741263088575
AR,1996-04-01,5.2,6.98106769667107,1.8224664706755433
AR,1996-07-01,5.2,6.986782086188109,1.6991416286519012
AR,1996-10-01,5.2,6.9875210252284745,1.3166849141847514
AR,1997-01-01,5.166666666666667,6.989427427626162,1.208389887434791
AR,1997-04-01,5.1,6.99677297529979,1.570527862872062
AR,1997-07-01,5.1,7.002216613770963,1.5434527582853796
