state,district,date,urate,emp100,d4_log_emp,bbui,bbui_innov
AK,San Francisco,1994-01-01,7.8,555.5411357231794,3.3283994826386554,0.0143862363689949,-1.1483291886573004
AK,San Francisco,1994-04-01,7.7,555.1278586271428,2.4896464090113923,0.0192014705589366,-0.4026839648784262
AK,San Francisco,1994-07-01,7.5,556.0425187880387,2.83540909061255,0.0104652292152292,-0.675403331593086
AK,San Francisco,1994-10-01,7.2,556.4009421108202,1.5582055016141183,0.0301307388263909,0.35724432397899075
AK,San Francisco,1995-01-01,7.099999999999999,556.477580254819,0.9364445316396796,0.0603174603174603,1.5548809214815713
AK,San Francisco,1995-04-01,7.2,556.6179311550511,1.490072527908204,0.0515625,0.4715511181182166
AK,San Francisco,1995-07-01,7.4,557.050501804117,1.0079830160782066,0.028125,-0.7767876272785857
AK,San Francisco,1995-10-01,7.566666666666666,557.0758889583533,0.6749468475330644,0.090079365079365,2.6284416165243076
AK,San Francisco,1996-01-01,7.666666666666667,556.5414005390709,0.0638202842518254,0.0395292879163846,-0.563397148758513
AK,San Francisco,1996-04-01,7.5,557.4053367981417,0.7874056430906329,0.0431372549019607,-0.1394792205032793
AK,San Francisco,1996-07-01,7.3,557.8219251680855,0.7714233639686263,0.0313725490196078,-0.29679383011946453
AK,San Francisco,1996-10-01,7.366666666666667,557.9729825986223,0.8970936402689311,0.0166666666666666,-0.8390410423790662
AK,San Francisco,1997-01-01,7.4,558.1740382079435,1.632637668872583,0.0314814814814814,0.21040188359128084
AK,San Francisco,1997-04-01,7.1000000000000005,559.2478405097527,1.8425037116109877,0.0633658008658008,1.6215460245688151
AK,San Francisco,1997-07-01,6.8999999999999995,559.743381662548,1.9214564944625143,0.0556878306878306,0.6062065395072807
AK,San Francisco,1997-10-01,6.533333333333334,560.2364793086082,2.2634967099859793,0.0334696168029501,-0.6170066264859062
AK,San Francisco,1998-01-01,6.233333333333333,561.2641369946239,3.0900987866804286,0.044047619047619,0.31506564921087793
AK,San Francisco,1998-04-01,6.233333333333333,561.4222397943558,2.1743992846031013,0.0628787878787878,1.2422551996008961
AK,San Francisco,1998-07-01,6.400000000000001,561.5436874653435,1.800305802795421,0.0589987173320506,0.6570652392920256
AK,San Francisco,1998-10-01,6.400000000000001,562.3897162002826,2.1532368916743927,0.030537518037518,-0.805526486071345
AK,San Francisco,1999-01-01,6.433333333333334,562.7741010579457,1.509964063321778,0.0329365079365079,-0.1962080061479055
AK,San Francisco,1999-04-01,6.466666666666666,562.8460090188581,1.423769224502358,0.0329365079365079,0.024335191195412085
AK,San Francisco,1999-07-01,6.333333333333333,563.0972804642549,1.5535929989114017,0.0269841269841269,-0.2806381652117833
AK,San Francisco,1999-10-01,6.166666666666667,564.0369246065342,1.6472084062515435,0.0388888888888888,0.38177089274303155
AK,San Francisco,2000-01-01,6.2,564.3678550586496,1.5937540007039177,0.0061728395061728,-1.3124424133995107
AK,San Francisco,2000-04-01,6.333333333333333,564.7799839905265,1.9339749716682952,0.0061728395061728,-0.8922933796546402
AK,San Francisco,2000-07-01,6.366666666666667,565.0850411319434,1.9877606676884871,0.0224358974358974,0.17930615756664645
AK,San Francisco,2000-10-01,6.266666666666667,565.4242029096065,1.3872783030723923,0.0339506172839506,0.4642163323948214
AK,San Francisco,2001-01-01,6.133333333333333,565.6224883889314,1.2546333302818624,0.0226851851851851,-0.4058275521140439
AK,San Francisco,2001-04-01,6.099999999999999,566.711849028461,1.9318650379345217,0.0583333333333333,1.3668393853982181
AK,San Francisco,2001-07-01,6.3,567.5268681757699,2.441827043826539,0.0408241449908116,0.060690219443618194
AK,San Francisco,2001-10-01,6.6000000000000005,567.0225691127358,1.59836620312932,0.1109839234839234,3.3558624084527984
AK,San Francisco,2002-01-01,6.866666666666667,567.914819369784,2.292330980852597,0.0322771364438031,-1.3618016256017127
AK,San Francisco,2002-04-01,7.1000000000000005,568.312614973054,1.6007659445930855,0.0401234567901234,-0.35610702584584214
AK,San Francisco,2002-07-01,7.266666666666667,568.7878902820988,1.2610221063289018,0.0295855379188712,-0.2670218077945984
AK,San Francisco,2002-10-01,7.433333333333334,569.7764402330638,2.753871120328011,0.0246913580246913,-0.4010260402853528
AK,San Francisco,2003-01-01,7.566666666666666,569.7093486505405,1.7945292807564073,0.0416666666666666,0.5814675950594171
AK,San Francisco,2003-04-01,7.733333333333333,569.9662889695206,1.653673996466587,0.0083333333333333,-1.2336746503642306
AK,San Francisco,2003-07-01,7.766666666666667,570.222570796795,1.4346805146962185,0.0045454545454545,-1.0299137787274164
AK,San Francisco,2003-10-01,7.633333333333333,570.4004672190723,0.6240269860084524,0.0055555555555555,-0.6169727506540714
AK,San Francisco,2004-01-01,7.599999999999999,570.877001616724,1.1676529661835744,0.0,-0.863024950572981
AK,San Francisco,2004-04-01,7.533333333333334,571.2191464237577,1.2528574542370663,0.0041322314049586,-0.5859198907933544
AK,San Francisco,2004-07-01,7.333333333333333,572.0421060253223,1.819535228527247,0.0,-0.7986146784268622
AK,San Francisco,2004-10-01,7.2,572.6630568739563,2.2625896548840174,0.005,-0.5316780482106386
AK,San Francisco,2005-01-01,7.0,572.9775054930454,2.100503876321458,0.0183333333333333,0.05936337235607545
AK,San Francisco,2005-04-01,6.833333333333333,573.226194597807,2.007048174049242,0.0126984126984126,-0.46964179227350916
AK,San Francisco,2005-07-01,6.866666666666667,573.9256862849861,1.8835802596638196,0.02,-0.15278326723052374
AK,San Francisco,2005-10-01,7.0,574.0649993868727,1.4019425129164098,0.0154761904761904,-0.43458886205130987
AK,San Francisco,2006-01-01,6.866666666666667,574.5244264463795,1.5469209533340411,0.0226984126984126,-0.08450387808295554
AK,San Francisco,2006-04-01,6.7,575.6585739575352,2.4323793597281984,0.0304761904761904,0.20995733221730428
AK,San Francisco,2006-07-01,6.533333333333334,575.246681312047,1.320995027060956,0.0196428571428571,-0.4967850843929582
AK,San Francisco,2006-10-01,6.366666666666667,575.3207357983724,1.2557364114996972,0.030021645021645,0.10104544393165953
AK,San Francisco,2007-01-01,6.233333333333333,576.0477818332746,1.5233553868950978,0.11,3.8361075706313237
AK,San Francisco,2007-04-01,6.2,576.1212456556477,0.4626716981126044,0.0297619047619047,-1.3671175847812271
AK,San Francisco,2007-07-01,6.3,576.0057782623536,0.7590969503065814,0.02,-1.2636464434776367
AK,San Francisco,2007-10-01,6.266666666666667,576.4354807523893,1.1147449540168886,0.01,-0.8505186012274599
AK,San Francisco,2008-01-01,6.233333333333333,577.0610040597244,1.013222226449706,0.0,-1.0756399430085632
AK,San Francisco,2008-04-01,6.3999999999999995,577.3930234558283,1.2717778001805513,0.0354166666666666,0.861587463666378
AK,San Francisco,2008-07-01,6.599999999999999,577.7549118722849,1.7491336099312529,0.0229166666666666,-0.2140957009330019
AK,San Francisco,2008-10-01,6.8,577.6309833218787,1.1955025694893706,0.045,0.7155611536624812
AK,San Francisco,2009-01-01,7.366666666666667,577.2375266121812,0.176522552456948,0.0736958874458874,1.837513174350021
AK,San Francisco,2009-04-01,7.8,576.9466173161129,-0.4464061397153607,0.036025641025641,-0.6190714507197463
AK,San Francisco,2009-07-01,8.033333333333333,577.029820649046,-0.7250912232389162,0.0459523809523809,0.20029561422019232
AK,San Francisco,2009-10-01,8.133333333333333,577.0713963694245,-0.5595869524541719,0.0233928571428571,-0.6899010159811637
AK,San Francisco,2010-01-01,8.266666666666667,577.154495989871,-0.0830306223103427,0.0471428571428571,0.7138000041667599
AK,San Francisco,2010-04-01,8.0,577.9817160932199,1.0350987771069242,0.0226190476190476,-0.6308462710370423
AK,San Francisco,2010-07-01,7.8,578.8736180536365,1.843797404590486,0.0233928571428571,-0.41417850271266904
AK,San Francisco,2010-10-01,7.900000000000001,579.2708683850603,2.199472015635795,0.0254761904761904,-0.10415843592725192
AK,San Francisco,2011-01-01,7.766666666666667,579.4536837924666,2.2991878025956147,0.0277777777777777,-0.035398299032896804
AK,San Francisco,2011-04-01,7.599999999999999,579.5449663182025,1.563250224982582,0.0555555555555555,1.2296435082140762
AK,San Francisco,2011-07-01,7.599999999999999,580.1513963149536,1.2777782613171418,0.0523809523809523,0.6088577821506141
AK,San Francisco,2011-10-01,7.466666666666666,580.5937859365079,1.3229175514475775,0.0634920634920634,0.9355574118882877
AK,San Francisco,2012-01-01,7.266666666666667,581.1739616161293,1.7202778236627303,0.0563492063492063,0.4452124258817382
AK,San Francisco,2012-04-01,7.2,581.3632895586879,1.8183232404854976,0.0376984126984126,-0.4277064992607667
AK,San Francisco,2012-07-01,7.066666666666666,581.3433771731184,1.191980858164765,0.0238095238095238,-0.7218833850299776
AK,San Francisco,2012-10-01,7.0,582.2947271290424,1.700941192534522,0.0179924242424242,-0.6042309557893422
AK,San Francisco,2013-01-01,6.966666666666666,581.7706220974516,0.5966604813222531,0.0075757575757575,-0.8791556557084459
AK,San Francisco,2013-04-01,6.900000000000001,581.8102731685499,0.446983609861995,0.0515873015873015,1.435497573843572
AK,San Francisco,2013-07-01,6.933333333333334,581.9687204189698,0.6253432458514396,0.0075757575757575,-1.274063597230179
AK,San Francisco,2013-10-01,6.900000000000001,582.0775074543735,-0.2172196746689003,0.0,-1.3242564915068846
AK,San Francisco,2014-01-01,6.900000000000001,582.1664270867699,0.3958049893183712,0.0104166666666666,-0.30541532396052334
AK,San Francisco,2014-04-01,6.866666666666667,582.4031602807778,0.5928871122278245,0.0083333333333333,-0.5037925491998742
AK,San Francisco,2014-07-01,6.766666666666667,582.2947271290424,0.3260067100725905,0.0075757575757575,-0.601068428490309
AK,San Francisco,2014-10-01,6.433333333333334,582.6589903917748,0.5814829374013009,0.0128205128205128,-0.3203876106597337
AK,San Francisco,2015-01-01,6.3,583.0610896929269,0.8946626061569596,0.0185185185185185,-0.127210289776599
AK,San Francisco,2015-04-01,6.266666666666667,582.747394699875,0.3442344190973223,0.0163690476190476,-0.3692966954425516
AK,San Francisco,2015-07-01,6.233333333333333,582.5016339470318,0.2069068179893385,0.0277777777777777,0.1561600701538145
AK,San Francisco,2015-10-01,6.333333333333333,582.1170370526746,-0.5419533391002318,0.0059523809523809,-1.046687741625361
AK,San Francisco,2016-01-01,6.466666666666666,581.7210361391786,-1.340053553748266,0.0075757575757575,-0.7207721098821035
AK,San Francisco,2016-04-01,6.633333333333333,581.2437557263457,-1.50363897352932,0.0,-0.9084847274567104
AK,San Francisco,2016-07-01,6.7,580.523536548301,-1.9780973987307604,0.0,-0.8008693387471482
AK,San Francisco,2016-10-01,6.7,580.2319764965902,-1.8850605560843725,0.0277777777777777,0.5893627669161637
AK,San Francisco,2017-01-01,6.633333333333333,579.9395638859147,-1.7814722532638605,0.0137362637362637,-0.5273228438771738
AK,San Francisco,2017-04-01,6.599999999999999,579.8385333661067,-1.4052223602390337,0.0182291666666666,-0.339826258837394
AK,San Francisco,2017-07-01,6.599999999999999,579.7980925607835,-0.7254439875174157,0.0260416666666666,0.08709971803152093
AK,San Francisco,2017-10-01,6.599999999999999,579.1691596700272,-1.06281682656304,0.0334821428571428,0.27383052530865587
AK,San Francisco,2018-01-01,6.3999999999999995,579.0367834987693,-0.902780387145441,0.0078125,-1.1385079164659349
AK,San Francisco,2018-04-01,6.033333333333334,579.2200269583716,-0.6185064077351754,0.028125,0.17459709877634613
AK,San Francisco,2018-07-01,5.900000000000001,579.2098555704769,-0.5882369903067008,0.0208333333333333,-0.26654934689902654
AK,San Francisco,2018-10-01,6.033333333333334,579.3216839763768,0.1525243063496439,0.019570707070707,-0.39385253128638525
AK,San Francisco,2019-01-01,5.8999999999999995,579.4638304111146,0.4270469123452969,0.0048076923076923,-1.009200399831936
AK,San Francisco,2019-04-01,5.633333333333333,580.0304041646823,0.8103772063107861,0.0104166666666666,-0.4923797397665851
AK,San Francisco,2019-07-01,5.566666666666666,580.3326104992462,1.1227549287694316,0.0178571428571428,-0.09460806342700007
AK,San Francisco,2019-10-01,5.3,579.7879798035317,0.4662958271548945,0.00625,-0.8180076493082898
AK,San Francisco,2020-01-01,5.366666666666667,579.4536837924666,-0.0101466186480436,0.0161458333333333,-0.22757220834699146
AK,San Francisco,2020-04-01,11.5,565.061608208579,-14.968795956103342,0.0711681547619047,2.3353448904801613
AK,San Francisco,2020-07-01,9.166666666666666,567.3094145850752,-13.023195914171117,0.0308493589743589,-0.5615467591293618
AK,San Francisco,2020-10-01,7.1000000000000005,572.8908597603422,-6.897120043189542,0.0318080357142857,-0.36579438853223983
AK,San Francisco,2021-01-01,6.933333333333334,573.064076215907,-6.389607576559531,0.0152243589743589,-0.8027258996852739
AK,San Francisco,2021-04-01,6.866666666666667,572.7607502331509,7.69914202457187,0.0280776515151515,0.06784004322940554
AK,San Francisco,2021-07-01,6.266666666666667,573.6357220588375,6.326307473762327,0.0144230769230769,-0.6382072378081358
AK,San Francisco,2021-10-01,5.566666666666666,575.5531220865378,2.6622623261956413,0.009672619047619,-0.760635658501187
AK,San Francisco,2022-01-01,5.0,575.9217181544302,2.857641938523159,0.0446969696969696,1.1064082363248777
AK,San Francisco,2022-04-01,4.366666666666667,576.2156199089691,3.454869675818184,0.0119318181818181,-0.9746469856631499
AK,San Francisco,2022-07-01,4.0,576.6652938693074,3.0295718104699887,0.0539398509986745,1.2337095543016787
AK,San Francisco,2022-10-01,4.1,577.2271515538123,1.6740294672744405,0.0332010582010582,-0.13293116364100063
AK,San Francisco,2023-01-01,4.1,578.29016791088,2.368449756449831,0.0721445221445221,1.6717198855649358
AK,San Francisco,2023-04-01,4.133333333333333,578.9042318607025,2.6886119517333995,0.0123456790123456,-1.6128109919737306
AK,San Francisco,2023-07-01,4.3,579.7677512204749,3.102457351167409,0.0388007054673721,0.2568806952466616
AK,San Francisco,2023-10-01,4.466666666666667,579.8688532410168,2.641701687204634,0.0446127946127946,0.6506928369336422
AK,San Francisco,2024-01-01,4.5,580.4130448490482,2.122876938168261,0.0167789001122334,-1.0081232174831614
AK,San Francisco,2024-04-01,4.5,581.0641866437763,2.1599547830738253,0.0232128982128982,-0.30532455776085643
AK,San Francisco,2024-07-01,4.6,581.5323849389108,1.7646337184359595,0.0212121212121212,-0.2508566026273986
AK,San Francisco,2024-10-01,4.566666666666666,581.780536339268,1.91168309825116,0.0,-1.286072514694699
AK,San Francisco,2025-01-01,4.566666666666666,582.265134033882,1.852089184833705,0.0203703703703703,0.04377999317298773
AK,San Francisco,2025-04-01,4.6,582.3440295014852,1.279842857708946,0.0622354497354497,1.8991578943749043
AK,San Francisco,2025-07-01,4.633333333333333,582.0280734724483,0.495688533537475,0.0508658008658008,0.4963486041218738
AK,San Francisco,2025-10-01,4.8,581.9588248175565,0.1782884782885574,0.0231481481481481,-1.019722059179027
AL,Atlanta,1976-01-01,6.633333333333333,,,0.0372304582210242,-0.7195672113554515
AL,Atlanta,1976-04-01,6.466666666666666,,,0.0351037851037851,-0.12297007700537166
AL,Atlanta,1976-07-01,6.666666666666667,,,0.0363636363636363,-0.04416389567183138
AL,Atlanta,1976-10-01,7.0,,,0.0185185185185185,-0.8184458310402348
AL,Atlanta,1977-01-01,7.3,,,0.0204081632653061,-0.3479178620686202
AL,Atlanta,1977-04-01,7.466666666666666,,,0.0104166666666666,-0.8185520954732322
AL,Atlanta,1977-07-01,7.1000000000000005,,,0.0201911589008363,-0.19028133283597692
AL,Atlanta,1977-10-01,6.633333333333333,,,0.0419341035515618,0.4970248608407486
AL,Atlanta,1978-01-01,6.366666666666667,,,0.044241810199257,0.12384597218086067
AL,Atlanta,1978-04-01,6.266666666666667,,,0.0239703989703989,-0.7586861040340067
AL,Atlanta,1978-07-01,6.433333333333334,,,0.0196078431372549,-0.49543566757033114
AL,Atlanta,1978-10-01,6.733333333333333,,,0.0173076923076923,-0.5095766937378952
AL,Atlanta,1979-01-01,6.933333333333334,,,0.0283687943262411,-0.00019241103834804932
AL,Atlanta,1979-04-01,7.133333333333333,,,0.0383771929824561,0.1740332885178062
AL,Atlanta,1979-07-01,7.366666666666667,,,0.0446505875077303,0.22429550180406654
AL,Atlanta,1979-10-01,7.5,,,0.0510204081632653,0.35966557858624515
AL,Atlanta,1980-01-01,7.8,,,0.0430215617715617,-0.1096626525566676
AL,Atlanta,1980-04-01,8.5,,,0.0748584813585789,1.3993758555821187
AL,Atlanta,1980-07-01,9.0,,,0.0938657407407407,1.4906555402520458
AL,Atlanta,1980-10-01,9.433333333333334,,,0.0388888888888888,-1.2001847211688599
AL,Atlanta,1981-01-01,9.866666666666667,,,0.0160224089635854,-0.9385383120114175
AL,Atlanta,1981-04-01,10.233333333333333,,,0.0087719298245614,-0.7775283682326761
AL,Atlanta,1981-07-01,10.933333333333332,,,0.0188679245283018,-0.2124722375237813
AL,Atlanta,1981-10-01,12.0,,,0.1321520856404577,4.292674214260868
AL,Atlanta,1982-01-01,12.866666666666667,,,0.1387711864406779,2.0952372524699165
AL,Atlanta,1982-04-01,13.566666666666668,,,0.1555092186128182,2.725379032988166
AL,Atlanta,1982-07-01,14.166666666666666,,,0.1008474576271186,0.0804586357372674
AL,Atlanta,1982-10-01,14.6,,,0.0952012383900928,1.0528524558202523
AL,Atlanta,1983-01-01,14.6,,,0.0356136820925553,-1.3487639204662376
AL,Atlanta,1983-04-01,14.233333333333334,,,0.0,-1.53506727134322
AL,Atlanta,1983-07-01,13.7,,,0.0390276804112761,0.8346971397698003
AL,Atlanta,1983-10-01,12.933333333333332,,,0.0157724788872329,-1.0150316949134899
AL,Atlanta,1984-01-01,12.233333333333334,,,0.0221052631578947,-0.21512168848302496
AL,Atlanta,1984-04-01,11.633333333333333,,,0.0626938413823659,1.3256961418720319
AL,Atlanta,1984-07-01,11.133333333333333,,,0.0342525399129172,-0.746639342646985
AL,Atlanta,1984-10-01,10.533333333333331,,,0.0459595959595959,0.3923275604356439
AL,Atlanta,1985-01-01,10.0,,,0.0627090301003344,0.8163848759614405
AL,Atlanta,1985-04-01,9.666666666666666,,,0.0277964959568733,-1.000581513076208
AL,Atlanta,1985-07-01,9.4,,,0.0566037735849056,0.9782427802470739
AL,Atlanta,1985-10-01,9.233333333333333,,,0.0864128406121687,1.5689123117091774
AL,Atlanta,1986-01-01,9.5,,,0.0683480939545629,0.1810667143692073
AL,Atlanta,1986-04-01,9.7,,,0.1050531914893617,2.1295698345147422
AL,Atlanta,1986-07-01,9.533333333333331,,,0.0988662131519274,1.0553023606196397
AL,Atlanta,1986-10-01,9.4,,,0.074220885729907,0.18616000870462338
AL,Atlanta,1987-01-01,9.0,,,0.0549169859514687,-0.08451031880856756
AL,Atlanta,1987-04-01,8.299999999999999,,,0.043859649122807,-0.1401352972739595
AL,Atlanta,1987-07-01,7.9,,,0.0336204501250347,-0.33858615334639686
AL,Atlanta,1987-10-01,7.6,,,0.0158730158730158,-0.8629827419704066
AL,Atlanta,1988-01-01,7.366666666666667,,,0.0089285714285714,-0.7712521333247006
AL,Atlanta,1988-04-01,7.2,,,0.0096153846153846,-0.6024168717049219
AL,Atlanta,1988-07-01,7.233333333333333,,,0.0444444444444444,0.8324491579288543
AL,Atlanta,1988-10-01,7.266666666666667,,,0.0208333333333333,-0.915833752418101
AL,Atlanta,1989-01-01,7.133333333333333,,,0.0208333333333333,-0.3754252865352941
AL,Atlanta,1989-04-01,7.099999999999999,,,0.0113636363636363,-0.7867599085561182
AL,Atlanta,1989-07-01,6.966666666666666,,,0.0116279069767441,-0.5683597398772448
AL,Atlanta,1989-10-01,6.733333333333333,,,0.0104166666666666,-0.6310891517320725
AL,Atlanta,1990-01-01,6.7,739.8582256241438,,0.0635026737967914,1.6126449554841882
AL,Atlanta,1990-04-01,6.7,740.7135655063386,,0.0228205128205128,-1.249634195514377
AL,Atlanta,1990-07-01,6.866666666666667,740.9176822672833,,0.0135135135135135,-0.7118430327887557
AL,Atlanta,1990-10-01,7.033333333333334,740.719634388149,,0.106029106029106,3.3283790465264946
AL,Atlanta,1991-01-01,7.133333333333333,740.4867299660366,0.6285043418928105,0.0867109634551495,0.4894789713235808
AL,Atlanta,1991-04-01,7.266666666666667,740.6326118681113,-0.0809536382273101,0.075187969924812,0.4933740892614465
AL,Atlanta,1991-07-01,7.3,741.1818086368739,0.2641263695905671,0.0411129568106312,-0.6903458231343997
AL,Atlanta,1991-10-01,7.366666666666667,741.3809537869237,0.6613193987747401,0.0297619047619047,-0.42597602694517867
AL,Atlanta,1992-01-01,7.533333333333334,741.9640341344817,1.4773041684451371,0.0104166666666666,-1.0082076993501297
AL,Atlanta,1992-04-01,7.599999999999999,742.4602735066622,1.8276616385509037,0.0119047619047619,-0.5300669357148022
AL,Atlanta,1992-07-01,7.5,743.1872181069338,2.005409470059849,0.0364583333333333,0.4497920262121908
AL,Atlanta,1992-10-01,7.5,743.8481564454464,2.467202658522716,0.0,-1.609483802260346
AL,Atlanta,1993-01-01,7.5,744.4716376352754,2.5076035007936426,0.0294117647058823,0.4336742437804751
AL,Atlanta,1993-04-01,7.4,745.2054362805667,2.745162773904486,0.0161290322580645,-0.789575680914865
AL,Atlanta,1993-07-01,7.2,745.5664718977989,2.37925379086521,0.0236928104575163,-0.1630841312798632
AL,Atlanta,1993-10-01,6.8999999999999995,746.3190913666597,2.4709349212132636,0.0147058823529411,-0.7129513620432942
