code,year,dlog_ls_lu,dlog_ws_wu,dlog_ke_lu,dlog_wu_pk,dlog_lsushare,dlog_pk_pc,dlog_ns_nu,k_equip_share_inner
DEU,2008,-0.06317555294810329,0.04087613459773287,-0.03434304625531581,-0.0086230854286935,0.01303739129503223,0.009906492697875358,0.005321441681844119,0.5
DEU,2009,-0.06886445269073704,0.05376268169130993,-0.2602383930263823,-0.016565633832850146,0.008760596321074954,-0.0022816739295077326,-0.06317555294810329,0.5
DEU,2010,-0.011094168835908191,-0.020707400305879142,0.0888089346211407,0.01491204633344445,0.01826617952274545,-0.006035905843091882,-0.06886445269073704,0.5
DEU,2011,-0.05015681619681278,0.08239367098968631,0.027645287048170708,-0.028633132604874767,-0.018517912604879894,-0.005134699360853645,-0.011094168835908191,0.5
DEU,2012,-0.028596839053974143,-0.0022404613204800583,-0.025464383149168768,0.03043136966077764,0.017719241393111207,0.004410170635719801,-0.05015681619681278,0.5
DEU,2013,-0.00904892125933221,-0.007874742192527595,-0.026376003936185555,0.028460879066287248,0.00962546679727494,0.001537335042133492,-0.028596839053974143,0.5
DEU,2014,0.08154724092766252,-0.01703011247645969,0.10023780973415519,0.04202849133636377,-0.03707017557748282,-0.012345924718617951,-0.00904892125933221,0.5
DEU,2015,-0.029302866095904267,0.019029802004001728,0.019490425504229414,0.0023993390719425634,0.005970713182789855,-0.011082383580205857,0.08154724092766252,0.5
DEU,2016,-0.028045729783016893,0.01778951338810142,0.0026767846522872674,0.010902879269520938,0.005935275251948702,-0.01178915355628174,-0.029302866095904267,0.5
DEU,2017,-0.012976152243875827,0.002736204005504894,0.026110820107034804,0.026633771481712643,0.005900255509244001,-0.012328747838587617,-0.028045729783016893,0.5
DEU,2018,-0.012931571283102405,0.0027073169098870142,0.03437651554277288,0.03090483730510396,0.0058656465957898085,-0.008031945083430081,-0.012976152243875827,0.5
DEU,2019,-0.03275303712731825,0.0006612005101902518,0.02130231472815325,0.0073765776918000014,0.0182447046563472,0.016848123525888603,-0.012931571283102405,0.5
DEU,2020,0.0,0.0,-0.06417106639072756,0.018849696640550917,0.0,0.09483971840723804,-0.03275303712731825,0.5
DEU,2021,-0.05878977177889089,0.0002603779398437922,-0.035891299942156785,-0.015836541784249647,0.03262224743251041,-0.02310351702652369,0.0,0.5
DNK,2009,-0.0538312255827601,-0.0086211186835973,-0.21490452082315592,0.05492026326051214,0.03990270604674784,-0.015008738006042854,,0.5
DNK,2010,-0.04854761405423358,-0.008642158666019917,-0.1320905081481194,0.06363055274765106,0.03574480782339928,-0.05010243605570697,-0.0538312255827601,0.5
DNK,2011,-0.02908783996321318,0.0011719671758910755,-0.11923791392698746,0.007821761022841933,0.017168327808125383,-0.008621541530509091,-0.04854761405423358,0.5
DNK,2012,-0.04868364335158293,0.009012564522266175,0.14973824352080856,-0.013839046051592696,0.024079111822309485,0.02728475174785583,-0.02908783996321318,0.5
DNK,2013,-0.03501649252247252,0.016354429456272995,0.09391503850830452,-0.009221479722621773,0.011197096023331965,0.003660729529098461,-0.04868364335158293,0.5
DNK,2014,-0.008657206782225924,-0.0013218039372146773,-0.014755070000535664,0.023105373817299046,0.00595298968335789,-0.0035391997048179746,-0.03501649252247252,0.5
DNK,2015,-0.03560518094748677,-0.01309640826776659,0.005819047667058541,-0.00550881301054762,0.02870792552012713,0.0051482543464373975,-0.008657206782225924,0.5
DNK,2016,-0.02396035703344357,-0.024347950624702686,0.03571836695442565,0.0194445908043841,0.027906727770346973,-0.022637691797433135,-0.03560518094748677,0.5
DNK,2017,-0.04659140472164336,-0.00138412256461945,0.037801114539034675,0.0345637733258668,0.027149039091029614,-0.045710481929529756,-0.02396035703344357,0.5
DNK,2018,-0.01646734527338467,-0.031233536529224226,-0.004143356821836086,0.06007213153764024,0.026431408827547687,-0.030006320463270342,-0.04659140472164336,0.5
DNK,2019,-0.035968526704098336,0.002847366598961232,-0.14680807092825354,0.010929599749462504,0.0180213531932496,-0.023810505032480833,-0.01646734527338467,0.5
DNK,2020,-0.024593704714206854,0.0014192437919087197,-0.0026543859903482847,0.04854034774837501,0.012447329640410287,-0.003213399679857787,-0.035968526704098336,0.5
DNK,2021,-0.03355403775477861,0.0033758499922879603,0.04927106291200367,-0.04653165967577522,0.01600878681696072,-0.03272550168932131,-0.024593704714206854,0.5
ESP,1996,-0.08302635525344293,0.0037579780404185525,0.02080855374953927,0.016047424164051804,0.04929256558484518,-0.014814626490196936,,0.5
ESP,1997,-0.02750954179720133,0.02646716554677786,0.0817640513412563,0.0010899511363398062,0.0006383213067947535,-0.0334440628580186,-0.08302635525344293,0.5
ESP,1998,-0.05059923704776148,0.016650280032924236,0.07310996640844891,-0.008530080042651988,0.020648019265900763,-0.029642571497543457,-0.02750954179720133,0.5
ESP,1999,-0.03929420878839518,0.009602743327178254,0.03867579641760255,-0.0029116024416602215,0.01783270777092849,-0.021455467236529024,-0.05059923704776148,0.5
ESP,2000,-0.04427485557007149,0.0024859529561946925,0.03341073998853705,0.007258989112502334,0.02473884870979348,-0.0030887197287965407,-0.03929420878839518,0.5
ESP,2001,-0.05120294754513954,-0.009742706044989058,-0.07680996902367898,0.010790498048214303,0.035319814741449185,-0.029706520122042335,-0.04427485557007149,0.5
ESP,2002,-0.019941479001714058,-0.0004439711573447358,-0.0563044462614366,0.025668409070981113,0.011611453764444613,-0.020527203742634725,-0.05120294754513954,0.5
ESP,2003,-0.02949709887480456,-0.005201651630675541,0.0009933676277622538,0.01748598949415836,0.019529481741033305,-0.016421051437717438,-0.019941479001714058,0.5
ESP,2004,-0.04902457896494394,0.00428875694987263,0.010913122087299776,0.016738243488617854,0.02474039562929764,-0.026886304870374467,-0.02949709887480456,0.5
ESP,2005,-0.052311187375237544,0.016596986476969056,0.03522300189685268,0.002553937055102651,0.019395355639736267,-0.020763975076913965,-0.04902457896494394,0.5
ESP,2006,-0.012670546295964646,0.02466379961077758,0.05592643793982166,0.012248057083469988,-0.006477888087347949,-0.020856326167897343,-0.052311187375237544,0.5
ESP,2007,-0.022903030087579768,0.004075159491067626,0.046866307506230775,0.02160289053515818,0.010153467150656348,-0.007520479100901589,-0.012670546295964646,0.5
ESP,2008,-0.061008438267653786,0.21639534738752675,-0.0785411471644144,-0.08186140391444496,-0.08642053882948486,0.05692532996143029,-0.022903030087579768,0.5
ESP,2009,-0.08256699824361102,-0.10283180989979002,-0.30270087787080513,0.08338111645635493,0.1024230460619252,0.01500752044157494,-0.061008438267653786,0.5
ESP,2010,-0.0585845688764155,-0.0330709296956494,0.04187002939497653,0.005220338457812446,0.04748080935890431,0.021312705263707876,-0.08256699824361102,0.5
ESP,2011,-0.050824302545968536,0.010189369695498385,-0.00985975815358664,-0.027707843867563753,0.02037883347109304,0.045934819921752634,-0.0585845688764155,0.5
ESP,2012,-0.06462094534815876,0.00270712963862485,-0.05142708091934178,-0.036852870870804466,0.030256941042962615,0.05583742728366747,-0.050824302545968536,0.5
ESP,2013,-0.05678468008991999,0.0002306876662942492,-0.013411911625794914,0.024908480897311236,0.026801426256095273,-0.029543710520561817,-0.06462094534815876,0.5
ESP,2014,-0.03315709598575395,0.008137752935262366,0.013512657409552098,0.0009772866288244586,0.011602738035363824,-0.026310456076782174,-0.05678468008991999,0.5
ESP,2015,0.005910173640785332,-0.0071516501022743095,0.07035415462641836,0.012124931967770536,0.0005716831383753007,-0.02460390930277967,-0.03315709598575395,0.5
ESP,2016,-0.008919840265261991,0.007678241514861683,-0.00698440086979879,-0.014004154564418059,0.000571356503488829,-0.01891411443947355,0.005910173640785332,0.5
ESP,2017,-0.01464336378360731,0.01340164176908376,0.06850880735887976,0.0016534434397215136,0.000571030241633963,-0.025056626578094487,-0.008919840265261991,0.5
ESP,2018,-0.019288207479994046,0.01804636122555109,0.008357428797845401,0.0020105185932273173,0.0005707043521838706,-0.0030498477325675566,-0.01464336378360731,0.5
ESP,2019,-0.03573000546080399,-0.001339755739592663,-0.007674187030241697,0.03286514941604324,0.016859649234609586,-0.013961896068273916,-0.019288207479994046,0.5
ESP,2020,-0.06762766333636594,0.00397188926391201,-0.047540608068465495,0.053959205760858,0.028158472398943424,0.11715514681763217,-0.03573000546080399,0.5
ESP,2021,-0.0310988892928189,0.00294530349289146,-0.02056887497776483,-0.03116193464756556,0.012135882596938097,-0.029987883890042255,-0.06762766333636594,0.5
EST,2009,-0.15086244430138623,-0.002322708541208418,-0.6245475180323252,-0.10663417661861452,0.08013758840306417,0.15336750735877924,,0.5
EST,2010,-0.010771860755997786,-0.07395213737695427,0.09988617479561057,0.034463265461180725,0.041805581171967976,-0.030011457563110966,-0.15086244430138623,0.5
EST,2011,0.030825738037781214,0.06997100655680649,0.4161872522366119,0.004075441997926532,-0.04993888094851162,0.004461643988100228,-0.010771860755997786,0.5
EST,2012,-0.05161640893756886,0.035685381903126534,0.13681279750756392,-0.02217343768249158,0.008061867608693207,-0.025888183591644243,0.030825738037781214,0.5
EST,2013,0.010904752765258652,0.0077004855556891405,-0.011671400972653068,0.0630119011146526,-0.009421365495407064,-0.030615174897594244,-0.05161640893756886,0.5
EST,2014,-0.022195889773394373,0.0374447418276459,0.00047440954472133257,0.03535143905757465,-0.007786260910750187,-0.05278934454353568,0.010904752765258652,0.5
EST,2015,0.03693769874367292,-0.027666419776207762,-0.11081106725943712,0.04002816896334416,-0.004762434865610454,-0.005251715297461601,-0.022195889773394373,0.5
EST,2016,-0.013503411403494592,0.022777241275723836,0.05477796593222273,0.03035793922194685,-0.004785224227593532,-0.033569523831007864,0.03693769874367292,0.5
EST,2017,-0.018186393885541774,0.02746317469012477,0.05715494662795617,0.05541244672830281,-0.004808232743523155,-0.024831970174284734,-0.013503411403494592,0.5
EST,2018,6.933067326891917e-05,0.009210801853836437,0.1776522309070705,0.06504012466219322,-0.004831463589930585,-0.02448862187237122,-0.018186393885541774,0.5
EST,2019,-0.043963916872921394,0.005330763517695292,0.009198834839935444,0.10692772612109103,0.0199717949423871,-0.027196997694985292,6.933067326891917e-05,0.5
EST,2020,-0.014269467281180892,-0.0012582605640422129,-0.09524659017073311,0.07115370255904985,0.007922176269283265,-0.03536038113687123,-0.043963916872921394,0.5
EST,2021,-0.07462712522945525,-0.005876032394029729,0.17593908501373612,0.07042033210929688,0.040106135118888386,-0.05271119445257444,-0.014269467281180892,0.5
FIN,1996,-0.02730350526230041,-0.00249131876281522,0.07222882543228071,0.004285145226633702,0.01755971377599541,-0.045842539385265724,,0.5
FIN,1997,-0.015235086037126866,0.008242939086851753,0.08560515488713527,-0.004664422987039174,0.004089687944654696,-0.002124618245073151,-0.02730350526230041,0.5
FIN,1998,0.006187317398704151,-0.014186790740189914,0.05529883331713403,0.0668627251612719,0.004664302600147607,-0.045743676821476065,-0.015235086037126866,0.5
FIN,1999,-0.012271961977151524,-0.02943660601931386,-0.08469741945601061,0.0555223804046765,0.02406665426644028,-0.02236041552831658,0.006187317398704151,0.5
FIN,2000,-0.003388741870104073,-7.719035286213316e-05,0.0166718566853854,0.03385662198977002,0.0019807801020463867,-0.007502650890246265,-0.012271961977151524,0.5
FIN,2001,-0.03353471052816159,0.01956630689966543,0.03444610407689286,0.03311244452585882,0.007953101251676808,-0.030675650517387965,-0.003388741870104073,0.5
FIN,2002,-0.019229413222747738,-0.009097812454497867,-0.08573559278336074,0.03272739552997095,0.015981377772662064,-0.03174414545217097,-0.03353471052816159,0.5
FIN,2003,-0.02090447632196324,0.0007151908163080534,-0.04176921910101239,0.027308409607424977,0.011269601310013866,-0.04570228895717765,-0.019229413222747738,0.5
FIN,2004,-0.016903079955305933,-0.013755151719632541,0.014680856439400536,0.03524169174217384,0.01692082481314605,-0.0302176971438346,-0.02090447632196324,0.5
FIN,2005,-0.017911280489620207,-0.0018750895472754991,0.012572669845536844,0.033537333791739954,0.010796888605685728,-0.026406411924845052,-0.016903079955305933,0.5
FIN,2006,-0.006565208898038244,-0.005283551792139629,-0.05615058401381301,0.032685819607133126,0.006419055864898104,-0.032961569905858745,-0.017911280489620207,0.5
FIN,2007,-0.01233875213864255,0.012504583372376865,0.12665933814886898,0.009976656492536762,-8.959840381372874e-05,-0.012762550544160867,-0.006565208898038244,0.5
FIN,2008,-0.04430077549328282,0.13619839666647676,-0.01142405518700862,-0.05312314642271332,-0.050699891929829266,0.01658063743813809,-0.01233875213864255,0.5
FIN,2009,-0.06177004707046624,-0.03178901620658692,-0.1192749249406484,0.03380635788823305,0.051597258372603205,0.018798712824414032,-0.04430077549328282,0.5
FIN,2010,-0.04069188822405956,-0.003236388315189853,-0.15074505908279345,0.022392369711074167,0.023477231468251536,-0.031031922574091375,-0.06177004707046624,0.5
FIN,2011,-0.034323639067150136,-0.019850183301971247,0.0807154236201173,0.025017880429144768,0.02829075581413354,0.005324725614835657,-0.04069188822405956,0.5
FIN,2012,-0.003392071044309719,0.0025670371490961186,0.11143351784957645,0.013381121327459056,0.0004251879876796538,0.015234050979304747,-0.034323639067150136,0.5
FIN,2013,-0.04553940339993562,-0.0012977585160745542,-0.08892266235071844,0.009732840293002809,0.023859024763140946,0.01557642009763871,-0.003392071044309719,0.5
FIN,2014,-0.05146788953483378,-0.0014127262590841183,-0.028507416907974203,0.0024156548282903145,0.026278533310168717,-0.00026468974383764277,-0.04553940339993562,0.5
FIN,2015,-0.03243829618666594,0.01727015995420128,0.04308115173670579,-0.022707915968577908,0.0074086723668358445,0.0072327612472014025,-0.05146788953483378,0.5
FIN,2016,-0.006416926191143868,-0.008757405463264756,0.12041039235820516,0.016263391817686212,0.007354187354820296,-0.021044401926132217,-0.03243829618666594,0.5
FIN,2017,-0.031595562346246386,0.01641328317772356,0.08450164500660406,-0.009128895879015886,0.00730049788537479,-0.007073773199696376,-0.006416926191143868,0.5
FIN,2018,-0.024559069038901427,0.009367084763612088,-0.04123562272214443,-0.0008303507065843263,0.007247586660985572,0.006108650369909263,-0.031595562346246386,0.5
FIN,2019,-0.03722969879467852,-0.0029596512488344606,-0.04961579399375271,0.012797147147150412,0.018895589816304903,-0.0001750959336961344,-0.024559069038901427,0.5
FIN,2020,-0.08481387749185307,0.004897602713816895,0.003661903609240902,-0.002790951091096616,0.036381125365560485,0.03672326290056738,-0.03722969879467852,0.5
FIN,2021,0.20317906080035605,0.0025261056022168327,0.16708864160848602,0.035055553879265844,-0.0968658651150458,-0.009024648422265358,-0.08481387749185307,0.5
FRA,1996,-0.035650569665873544,-0.011797760859036277,-0.0073140519642240776,0.02915203239434483,0.031085834473755902,-0.018183609270518097,,0.5
FRA,1997,-0.05763766046988783,0.05185731684613404,-0.0631891152813644,0.0012593579035211633,0.003752138474150568,-0.04799843718825958,-0.035650569665873544,0.5
FRA,1998,-0.03911727777682317,-0.0030837173764565184,0.052282021458022854,0.03974625321417591,0.02716190992660139,-0.05645512284997789,-0.05763766046988783,0.5
FRA,1999,-0.05389732016017468,0.003231317687334312,0.033100158885137176,0.027279295825980654,0.0320670352905249,-0.05095436506331996,-0.03911727777682317,0.5
FRA,2000,-0.04404417650499015,-0.011237484307973333,0.05178794380003815,0.025152123185888442,0.03430325223687691,-0.010098795349248846,-0.05389732016017468,0.5
FRA,2001,-0.035852367506417515,-0.0008276305745850143,-0.02836172711818019,0.038806168011576325,0.022361461025001805,-0.029314376484151694,-0.04404417650499015,0.5
FRA,2002,-0.01564259986161376,0.01888843297863907,-0.03767360724175628,0.050409904084657065,-0.0019658509883779818,-0.02772006778748981,-0.035852367506417515,0.5
FRA,2003,-0.002057327823256405,0.12722382056333326,0.005863585719176889,-0.045067501595799975,-0.07770873329960792,-0.02029649129707156,-0.01564259986161376,0.5
FRA,2004,-0.025656054838506304,-0.09042355904537802,-0.004246706775615117,0.06112891767045969,0.07219185847412035,-0.015638947576664286,-0.002057327823256405,0.5
FRA,2005,-0.04426346484998134,0.01367406491348655,-0.005486407288344708,-0.002885805349602144,0.018493012756597538,-0.004755700297201848,-0.025656054838506304,0.5
FRA,2006,-0.04072732714174154,0.005119105301963134,0.009806681350404745,0.016948526970605116,0.021244439585167973,-0.008609910490537054,-0.04426346484998134,0.5
FRA,2007,-0.03731842022006038,-0.063927107387171,0.02226288455578196,0.03483875611455112,0.05872553472923914,-0.0213428617051985,-0.04072732714174154,0.5
FRA,2008,-0.03266376809093596,0.08501072188961956,0.006157064269895152,-0.038053439630553854,-0.03005114961242583,0.010798789847401125,-0.03731842022006038,0.5
FRA,2009,-0.06469752157351782,0.0395917522155253,-0.20467798406092985,-0.0118036643518451,0.014496234723597956,-0.009819720522480146,-0.03266376809093596,0.5
FRA,2010,-0.028011426842919795,-0.03158153553055526,0.05653226737723838,0.0285379072814278,0.03379139161612632,-0.015501158691754391,-0.06469752157351782,0.5
FRA,2011,-0.03897275457929572,0.011030851022954535,-0.03224411866637844,-0.0013728307891671676,0.015543118120758037,0.01751469667993888,-0.028011426842919795,0.5
FRA,2012,-0.06046933033197377,0.010266342818671503,-0.017398904761781075,-0.001045910988784371,0.02744093244207846,0.008290657728479367,-0.03897275457929572,0.5
FRA,2013,-0.07121619167256688,0.023926590150104288,-0.05691760303033977,0.0022697968821354664,0.02527603687316682,-0.0077938554533583115,-0.06046933033197377,0.5
FRA,2014,-0.051057346816023585,0.025573802972054527,-0.02499278191540011,-0.005249003902067173,0.013389872992109475,-0.00856280954208799,-0.07121619167256688,0.5
FRA,2015,-0.04284151317042417,-0.002763920601787706,0.013740351217527369,0.0006098778033347685,0.023558013588713456,-0.0021226628015380555,-0.051057346816023585,0.5
FRA,2016,-0.034900249799683425,-0.010660021746399906,0.04010137052925877,0.009991020342532408,0.023015782961553044,-0.01717742603366368,-0.04284151317042417,0.5
