code,date,variable,value
AUS,2002-10-01,log_gdp_real,12.85660455794877
AUS,2003-01-01,log_gdp_real,12.85890551517673
AUS,2003-04-01,log_gdp_real,12.862807366100215
AUS,2003-07-01,log_gdp_real,12.879718403427269
AUS,2003-10-01,log_gdp_real,12.896568815264017
AUS,2004-01-01,log_gdp_real,12.904003366694885
AUS,2004-04-01,log_gdp_real,12.911343536017295
AUS,2004-07-01,log_gdp_real,12.918090646840371
AUS,2004-10-01,log_gdp_real,12.925720559142588
AUS,2005-01-01,log_gdp_real,12.933898992012125
AUS,2005-04-01,log_gdp_real,12.938346784848594
AUS,2005-07-01,log_gdp_real,12.949140303595634
AUS,2005-10-01,log_gdp_real,12.957531186143187
AUS,2006-01-01,log_gdp_real,12.958200744825312
AUS,2006-04-01,log_gdp_real,12.960594754591375
AUS,2006-07-01,log_gdp_real,12.97579653412048
AUS,2006-10-01,log_gdp_real,12.988283262830878
AUS,2007-01-01,log_gdp_real,13.001826052172406
AUS,2007-04-01,log_gdp_real,13.00806750452218
AUS,2007-07-01,log_gdp_real,13.020036034800428
AUS,2007-10-01,log_gdp_real,13.02368934619046
AUS,2008-01-01,log_gdp_real,13.034724894734119
AUS,2008-04-01,log_gdp_real,13.038116176557365
AUS,2008-07-01,log_gdp_real,13.045169109072852
AUS,2008-10-01,log_gdp_real,13.040899493671661
AUS,2009-01-01,log_gdp_real,13.050910339330551
AUS,2009-04-01,log_gdp_real,13.057062966102142
AUS,2009-07-01,log_gdp_real,13.060594351006698
AUS,2009-10-01,log_gdp_real,13.068595444676102
AUS,2010-01-01,log_gdp_real,13.073034468137815
AUS,2010-04-01,log_gdp_real,13.079240821955263
AUS,2010-07-01,log_gdp_real,13.086244887377168
AUS,2010-10-01,log_gdp_real,13.094576883695778
AUS,2011-01-01,log_gdp_real,13.091656716625167
AUS,2011-04-01,log_gdp_real,13.103659546210546
AUS,2011-07-01,log_gdp_real,13.117505597473892
AUS,2011-10-01,log_gdp_real,13.128556162466733
AUS,2012-01-01,log_gdp_real,13.138911695568172
AUS,2012-04-01,log_gdp_real,13.146064278899573
AUS,2012-07-01,log_gdp_real,13.152174574975957
AUS,2012-10-01,log_gdp_real,13.156583145110584
AUS,2013-01-01,log_gdp_real,13.161739847657612
AUS,2013-04-01,log_gdp_real,13.165514816660252
AUS,2013-07-01,log_gdp_real,13.173714070144563
AUS,2013-10-01,log_gdp_real,13.181480981887418
AUS,2014-01-01,log_gdp_real,13.189247894540083
AUS,2014-04-01,log_gdp_real,13.194218814504756
AUS,2014-07-01,log_gdp_real,13.1982163975044
AUS,2014-10-01,log_gdp_real,13.201885949830977
AUS,2015-01-01,log_gdp_real,13.211536582625179
AUS,2015-04-01,log_gdp_real,13.212717660651453
AUS,2015-07-01,log_gdp_real,13.22241321634856
AUS,2015-10-01,log_gdp_real,13.228600908371776
AUS,2016-01-01,log_gdp_real,13.237723925650469
AUS,2016-04-01,log_gdp_real,13.244288932079707
AUS,2016-07-01,log_gdp_real,13.244195094964935
AUS,2016-10-01,log_gdp_real,13.255787014223403
AUS,2017-01-01,log_gdp_real,13.258900996797674
AUS,2017-04-01,log_gdp_real,13.26486764312778
AUS,2017-07-01,log_gdp_real,13.27429960714586
AUS,2017-10-01,log_gdp_real,13.27828448909181
AUS,2018-01-01,log_gdp_real,13.28854369582955
AUS,2018-04-01,log_gdp_real,13.295938461750044
AUS,2018-07-01,log_gdp_real,13.299705892651119
AUS,2018-10-01,log_gdp_real,13.30225197695658
AUS,2019-01-01,log_gdp_real,13.30947842703235
AUS,2019-04-01,log_gdp_real,13.312530741864183
AUS,2019-07-01,log_gdp_real,13.31835276900536
AUS,2019-10-01,log_gdp_real,13.324242433413815
AUS,2020-01-01,log_gdp_real,13.322049952415126
AUS,2020-04-01,log_gdp_real,13.252240099850036
AUS,2020-07-01,log_gdp_real,13.286398756510966
AUS,2020-10-01,log_gdp_real,13.319875635705515
AUS,2021-01-01,log_gdp_real,13.341265948461285
AUS,2021-04-01,log_gdp_real,13.349436796662175
AUS,2021-07-01,log_gdp_real,13.332160662197506
AUS,2021-10-01,log_gdp_real,13.367802133235978
AUS,2022-01-01,log_gdp_real,13.3770474553669
AUS,2022-04-01,log_gdp_real,13.386905269119595
AUS,2022-07-01,log_gdp_real,13.391698672296236
AUS,2022-10-01,log_gdp_real,13.399916323019893
AUS,2023-01-01,log_gdp_real,13.404684103488739
AUS,2023-04-01,log_gdp_real,13.409225113472207
AUS,2023-07-01,log_gdp_real,13.413249312004254
AUS,2023-10-01,log_gdp_real,13.413171558482876
AUS,2024-01-01,log_gdp_real,13.415611928228472
AUS,2024-04-01,log_gdp_real,13.418126708348597
AUS,2024-07-01,log_gdp_real,13.421178249634087
AUS,2024-10-01,log_gdp_real,13.425540282502174
AUS,2025-01-01,log_gdp_real,13.428140738125201
AUS,2025-04-01,log_gdp_real,13.437781232182859
AUS,2025-07-01,log_gdp_real,13.441593534299074
AUS,2025-10-01,log_gdp_real,13.450286315553715
AUS,2026-01-01,log_gdp_real,13.45302591320557
CAN,1995-01-01,log_con_real,12.35977179486145
CAN,1995-04-01,log_con_real,12.364434446128897
CAN,1995-07-01,log_con_real,12.369991744333248
CAN,1995-10-01,log_con_real,12.367725825374844
CAN,1996-01-01,log_con_real,12.377777628747223
CAN,1996-04-01,log_con_real,12.379139004809788
CAN,1996-07-01,log_con_real,12.378042053252832
CAN,1996-10-01,log_con_real,12.39072689614379
CAN,1997-01-01,log_con_real,12.405412319212079
CAN,1997-04-01,log_con_real,12.40972344153292
CAN,1997-07-01,log_con_real,12.419882775663307
CAN,1997-10-01,log_con_real,12.42491295114955
CAN,1998-01-01,log_con_real,12.432261555030344
CAN,1998-04-01,log_con_real,12.438567536456924
CAN,1998-07-01,log_con_real,12.443729566529564
CAN,1998-10-01,log_con_real,12.445203712711754
CAN,1999-01-01,log_con_real,12.458813833283328
CAN,1999-04-01,log_con_real,12.467909078411386
CAN,1999-07-01,log_con_real,12.48105238383907
CAN,1999-10-01,log_con_real,12.48853662739652
CAN,2000-01-01,log_con_real,12.499342079564961
CAN,2000-04-01,log_con_real,12.508571776191621
CAN,2000-07-01,log_con_real,12.519186691324132
CAN,2000-10-01,log_con_real,12.52243145656242
CAN,2001-01-01,log_con_real,12.53149043484306
CAN,2001-04-01,log_con_real,12.536071474788228
CAN,2001-07-01,log_con_real,12.538846264977515
CAN,2001-10-01,log_con_real,12.548270601746054
CAN,2002-01-01,log_con_real,12.561202947122913
CAN,2002-04-01,log_con_real,12.571682305750246
CAN,2002-07-01,log_con_real,12.575813852837515
CAN,2002-10-01,log_con_real,12.585059614610621
CAN,2003-01-01,log_con_real,12.59123402080975
CAN,2003-04-01,log_con_real,12.598356258190767
CAN,2003-07-01,log_con_real,12.605465353881332
CAN,2003-10-01,log_con_real,12.608416220051106
CAN,2004-01-01,log_con_real,12.619431515757439
CAN,2004-04-01,log_con_real,12.622219829901839
CAN,2004-07-01,log_con_real,12.631351818777603
CAN,2004-10-01,log_con_real,12.638886996860158
CAN,2005-01-01,log_con_real,12.647925290468496
CAN,2005-04-01,log_con_real,12.655284427112557
CAN,2005-07-01,log_con_real,12.661821405174702
CAN,2005-10-01,log_con_real,12.671792110836858
CAN,2006-01-01,log_con_real,12.683125743779009
CAN,2006-04-01,log_con_real,12.692428716826035
CAN,2006-07-01,log_con_real,12.701046287911582
CAN,2006-10-01,log_con_real,12.710082091849099
CAN,2007-01-01,log_con_real,12.716878669104082
CAN,2007-04-01,log_con_real,12.729068905722865
CAN,2007-07-01,log_con_real,12.739524260089135
CAN,2007-10-01,log_con_real,12.753179088269269
CAN,2008-01-01,log_con_real,12.7617406512175
CAN,2008-04-01,log_con_real,12.768928891790525
CAN,2008-07-01,log_con_real,12.76952051024293
CAN,2008-10-01,log_con_real,12.7647765892906
CAN,2009-01-01,log_con_real,12.762368643340922
CAN,2009-04-01,log_con_real,12.770035542509278
CAN,2009-07-01,log_con_real,12.778387458443005
CAN,2009-10-01,log_con_real,12.785143661490062
CAN,2010-01-01,log_con_real,12.79563079598038
CAN,2010-04-01,log_con_real,12.801532021975941
CAN,2010-07-01,log_con_real,12.80832637814983
CAN,2010-10-01,log_con_real,12.817137101496323
CAN,2011-01-01,log_con_real,12.818942903490408
CAN,2011-04-01,log_con_real,12.823300791876164
CAN,2011-07-01,log_con_real,12.827611036069799
CAN,2011-10-01,log_con_real,12.832541149786687
CAN,2012-01-01,log_con_real,12.83696536117571
CAN,2012-04-01,log_con_real,12.837225532326167
CAN,2012-07-01,log_con_real,12.84334103436094
CAN,2012-10-01,log_con_real,12.847065108152236
CAN,2013-01-01,log_con_real,12.849053002259465
CAN,2013-04-01,log_con_real,12.854501709868483
CAN,2013-07-01,log_con_real,12.860942248045069
CAN,2013-10-01,log_con_real,12.86693550048188
CAN,2014-01-01,log_con_real,12.869782776436427
CAN,2014-04-01,log_con_real,12.875425984484076
CAN,2014-07-01,log_con_real,12.88098966182567
CAN,2014-10-01,log_con_real,12.88567931574819
CAN,2015-01-01,log_con_real,12.890519084175391
CAN,2015-04-01,log_con_real,12.894727249563699
CAN,2015-07-01,log_con_real,12.901786529287433
CAN,2015-10-01,log_con_real,12.906642211905757
CAN,2016-01-01,log_con_real,12.90977022439155
CAN,2016-04-01,log_con_real,12.916064160380644
CAN,2016-07-01,log_con_real,12.921000887151777
CAN,2016-10-01,log_con_real,12.9267372256981
CAN,2017-01-01,log_con_real,12.937067722361364
CAN,2017-04-01,log_con_real,12.946808792920327
CAN,2017-07-01,log_con_real,12.955803352491724
CAN,2017-10-01,log_con_real,12.962278659279235
CAN,2018-01-01,log_con_real,12.969703452516224
CAN,2018-04-01,log_con_real,12.976662232832714
CAN,2018-07-01,log_con_real,12.981616990622745
CAN,2018-10-01,log_con_real,12.983541443083132
CAN,2019-01-01,log_con_real,12.986340426281345
CAN,2019-04-01,log_con_real,12.987953885077367
CAN,2019-07-01,log_con_real,12.99360344040155
CAN,2019-10-01,log_con_real,13.00122075464975
CAN,2020-01-01,log_con_real,12.985558059903042
CAN,2020-04-01,log_con_real,12.866379693668287
CAN,2020-07-01,log_con_real,12.9660225008463
CAN,2020-10-01,log_con_real,12.973696301766648
CAN,2021-01-01,log_con_real,12.980714095123147
CAN,2021-04-01,log_con_real,12.983602333962674
CAN,2021-07-01,log_con_real,13.021805753817295
CAN,2021-10-01,log_con_real,13.031276725934255
CAN,2022-01-01,log_con_real,13.039684347685643
CAN,2022-04-01,log_con_real,13.058786100789842
CAN,2022-07-01,log_con_real,13.066599684606297
CAN,2022-10-01,log_con_real,13.072780829381713
CAN,2023-01-01,log_con_real,13.076323627375826
CAN,2023-04-01,log_con_real,13.07956025507902
CAN,2023-07-01,log_con_real,13.084493271769958
CAN,2023-10-01,log_con_real,13.088780740387202
CAN,2024-01-01,log_con_real,13.09640598031114
CAN,2024-04-01,log_con_real,13.102170465957197
CAN,2024-07-01,log_con_real,13.11373828803063
CAN,2024-10-01,log_con_real,13.120010210878437
CAN,2025-01-01,log_con_real,13.123369471122269
CAN,2025-04-01,log_con_real,13.133787473217371
CAN,2025-07-01,log_con_real,13.130950006561642
CAN,2025-10-01,log_con_real,13.137560316744707
CAN,2026-01-01,log_con_real,13.139370925633292
CAN,1995-01-01,log_gdp_real,12.659752514199623
CAN,1995-04-01,log_gdp_real,12.66017711278647
CAN,1995-07-01,log_gdp_real,12.661498026614167
CAN,1995-10-01,log_gdp_real,12.665525498066202
CAN,1996-01-01,log_gdp_real,12.666975614100778
CAN,1996-04-01,log_gdp_real,12.674069575200418
CAN,1996-07-01,log_gdp_real,12.68243352457429
CAN,1996-10-01,log_gdp_real,12.69032521227788
CAN,1997-01-01,log_gdp_real,12.703635202387009
CAN,1997-04-01,log_gdp_real,12.714826023677551
CAN,1997-07-01,log_gdp_real,12.726611344283613
CAN,1997-10-01,log_gdp_real,12.736228726313971
CAN,1998-01-01,log_gdp_real,12.750249869776406
CAN,1998-04-01,log_gdp_real,12.750779270760692
CAN,1998-07-01,log_gdp_real,12.759849994329544
CAN,1998-10-01,log_gdp_real,12.773308753506466
CAN,1999-01-01,log_gdp_real,12.791203007804404
CAN,1999-04-01,log_gdp_real,12.79941689397139
CAN,1999-07-01,log_gdp_real,12.814969633519759
CAN,1999-10-01,log_gdp_real,12.828881853932167
CAN,2000-01-01,log_gdp_real,12.84441775154797
CAN,2000-04-01,log_gdp_real,12.856118673761786
CAN,2000-07-01,log_gdp_real,12.866316913539393
CAN,2000-10-01,log_gdp_real,12.86829272565542
CAN,2001-01-01,log_gdp_real,12.87390586425228
CAN,2001-04-01,log_gdp_real,12.877045789223583
CAN,2001-07-01,log_gdp_real,12.87634262713877
CAN,2001-10-01,log_gdp_real,12.882322364709875
CAN,2002-01-01,log_gdp_real,12.896838242369638
CAN,2002-04-01,log_gdp_real,12.902729410288472
CAN,2002-07-01,log_gdp_real,12.911339337223163
CAN,2002-10-01,log_gdp_real,12.916816590886972
CAN,2003-01-01,log_gdp_real,12.922364900397161
CAN,2003-04-01,log_gdp_real,12.920913556280368
CAN,2003-07-01,log_gdp_real,12.924645097050057
CAN,2003-10-01,log_gdp_real,12.931495807241667
CAN,2004-01-01,log_gdp_real,12.938740974877327
CAN,2004-04-01,log_gdp_real,12.950519932954464
CAN,2004-07-01,log_gdp_real,12.962273964827045
CAN,2004-10-01,log_gdp_real,12.969465079685776
CAN,2005-01-01,log_gdp_real,12.972961106020465
CAN,2005-04-01,log_gdp_real,12.98016251327596
CAN,2005-07-01,log_gdp_real,12.992208677331222
CAN,2005-10-01,log_gdp_real,13.002091121207522
CAN,2006-01-01,log_gdp_real,13.010177398959081
CAN,2006-04-01,log_gdp_real,13.0106773422086
CAN,2006-07-01,log_gdp_real,13.013488471282098
CAN,2006-10-01,log_gdp_real,13.017462755978936
CAN,2007-01-01,log_gdp_real,13.023824651449154
CAN,2007-04-01,log_gdp_real,13.033435547008613
CAN,2007-07-01,log_gdp_real,13.037175355274256
CAN,2007-10-01,log_gdp_real,13.038488820899632
CAN,2008-01-01,log_gdp_real,13.03923890931478
CAN,2008-04-01,log_gdp_real,13.042875915553296
CAN,2008-07-01,log_gdp_real,13.051059623598684
CAN,2008-10-01,log_gdp_real,13.039388859505518
CAN,2009-01-01,log_gdp_real,13.01656454347686
CAN,2009-04-01,log_gdp_real,13.005718993238219
CAN,2009-07-01,log_gdp_real,13.01018142634621
CAN,2009-10-01,log_gdp_real,13.021733432708889
CAN,2010-01-01,log_gdp_real,13.033775849850825
CAN,2010-04-01,log_gdp_real,13.038998724843257
CAN,2010-07-01,log_gdp_real,13.04597465246404
CAN,2010-10-01,log_gdp_real,13.057130215059408
CAN,2011-01-01,log_gdp_real,13.064717315271512
CAN,2011-04-01,log_gdp_real,13.066530954637752
CAN,2011-07-01,log_gdp_real,13.080120582358193
CAN,2011-10-01,log_gdp_real,13.088036493908582
CAN,2012-01-01,log_gdp_real,13.0886675976596
CAN,2012-04-01,log_gdp_real,13.0919130358597
CAN,2012-07-01,log_gdp_real,13.093280541872657
CAN,2012-10-01,log_gdp_real,13.095336417343711
CAN,2013-01-01,log_gdp_real,13.104247878106996
CAN,2013-04-01,log_gdp_real,13.109990143691183
CAN,2013-07-01,log_gdp_real,13.118179637757997
CAN,2013-10-01,log_gdp_real,13.128590945784062
CAN,2014-01-01,log_gdp_real,13.1302795615753
CAN,2014-04-01,log_gdp_real,13.139353818915986
CAN,2014-07-01,log_gdp_real,13.148893909741092
CAN,2014-10-01,log_gdp_real,13.155781712349608
CAN,2015-01-01,log_gdp_real,13.150198364633049
CAN,2015-04-01,log_gdp_real,13.147464686954525
CAN,2015-07-01,log_gdp_real,13.151039265720215
CAN,2015-10-01,log_gdp_real,13.151701767007278
CAN,2016-01-01,log_gdp_real,13.157601169246668
CAN,2016-04-01,log_gdp_real,13.1526073817345
CAN,2016-07-01,log_gdp_real,13.162931835787013
CAN,2016-10-01,log_gdp_real,13.168526283828772
CAN,2017-01-01,log_gdp_real,13.181029942301425
CAN,2017-04-01,log_gdp_real,13.191500371838403
CAN,2017-07-01,log_gdp_real,13.191814437240298
CAN,2017-10-01,log_gdp_real,13.196875125172562
CAN,2018-01-01,log_gdp_real,13.20843336142261
CAN,2018-04-01,log_gdp_real,13.21620338612747
CAN,2018-07-01,log_gdp_real,13.22123502582543
CAN,2018-10-01,log_gdp_real,13.223587851422183
CAN,2019-01-01,log_gdp_real,13.225991593497287
CAN,2019-04-01,log_gdp_real,13.236879749988631
CAN,2019-07-01,log_gdp_real,13.239672167290628
CAN,2019-10-01,log_gdp_real,13.242523141957188
CAN,2020-01-01,log_gdp_real,13.22283114305826
CAN,2020-04-01,log_gdp_real,13.106298017815215
CAN,2020-07-01,log_gdp_real,13.193241696983065
CAN,2020-10-01,log_gdp_real,13.21185118550566
CAN,2021-01-01,log_gdp_real,13.228743513072956
CAN,2021-04-01,log_gdp_real,13.227570781341154
CAN,2021-07-01,log_gdp_real,13.247515637946181
CAN,2021-10-01,log_gdp_real,13.265261267117914
CAN,2022-01-01,log_gdp_real,13.275576188999207
CAN,2022-04-01,log_gdp_real,13.286888343464641
CAN,2022-07-01,log_gdp_real,13.294943473196955
CAN,2022-10-01,log_gdp_real,13.29557237398394
CAN,2023-01-01,log_gdp_real,13.306044010235915
CAN,2023-04-01,log_gdp_real,13.307638567924457
CAN,2023-07-01,log_gdp_real,13.308139792629396
CAN,2023-10-01,log_gdp_real,13.308656702938702
CAN,2024-01-01,log_gdp_real,13.315916621980733
CAN,2024-04-01,log_gdp_real,13.324043508669233
CAN,2024-07-01,log_gdp_real,13.332201685234217
CAN,2024-10-01,log_gdp_real,13.339191508366495
CAN,2025-01-01,log_gdp_real,13.346321796623489
CAN,2025-04-01,log_gdp_real,13.343895711404768
CAN,2025-07-01,log_gdp_real,13.348603728679898
CAN,2025-10-01,log_gdp_real,13.346136010804903
CAN,2026-01-01,log_gdp_real,13.345778891733245
DEU,1995-01-01,log_con_real,13.06585799735022
DEU,1995-04-01,log_con_real,13.076722080345066
DEU,1995-07-01,log_con_real,13.083288813570716
DEU,1995-10-01,log_con_real,13.089682735287575
DEU,1996-01-01,log_con_real,13.090073009832796
DEU,1996-04-01,log_con_real,13.096423837723398
DEU,1996-07-01,log_con_real,13.101450009464092
DEU,1996-10-01,log_con_real,13.103504664480777
DEU,1997-01-01,log_con_real,13.106866518966513
DEU,1997-04-01,log_con_real,13.11031265827926
DEU,1997-07-01,log_con_real,13.10865484334405
DEU,1997-10-01,log_con_real,13.109292930046166
DEU,1998-01-01,log_con_real,13.122690923755165
DEU,1998-04-01,log_con_real,13.121557652895497
DEU,1998-07-01,log_con_real,13.127211207663668
DEU,1998-10-01,log_con_real,13.133082125820373
DEU,1999-01-01,log_con_real,13.151958878001606
DEU,1999-04-01,log_con_real,13.153668421068737
DEU,1999-07-01,log_con_real,13.155009641536168
DEU,1999-10-01,log_con_real,13.162051865749119
DEU,2000-01-01,log_con_real,13.174108409742924
DEU,2000-04-01,log_con_real,13.179354488361042
DEU,2000-07-01,log_con_real,13.178402631885671
DEU,2000-10-01,log_con_real,13.179711295509431
DEU,2001-01-01,log_con_real,13.188822989564313
DEU,2001-04-01,log_con_real,13.182441402805333
DEU,2001-07-01,log_con_real,13.184573001264642
DEU,2001-10-01,log_con_real,13.191058497901187
DEU,2002-01-01,log_con_real,13.184839460678324
DEU,2002-04-01,log_con_real,13.180216538740225
DEU,2002-07-01,log_con_real,13.1866117314475
DEU,2002-10-01,log_con_real,13.193435259583426
DEU,2003-01-01,log_con_real,13.188911128686454
DEU,2003-04-01,log_con_real,13.189617645061821
DEU,2003-07-01,log_con_real,13.196888676750657
DEU,2003-10-01,log_con_real,13.198639925068983
DEU,2004-01-01,log_con_real,13.195339266136218
DEU,2004-04-01,log_con_real,13.194051094530822
DEU,2004-07-01,log_con_real,13.193465063777326
